compound,technique,wavenumber,intensity
CCl4,Raman830,1653.722629,0.000515141
CCl4,Raman830,1655.127025,0.000313394
CCl4,Raman830,1656.423053,0.000160614
CCl4,Raman830,1657.718758,0.000295765
CCl4,Raman830,1659.01414,0.000254632
CCl4,Raman830,1660.309198,8.22658E-05
CCl4,Raman830,1661.603935,0.000368238
CCl4,Raman830,1662.898348,6.85549E-05
CCl4,Raman830,1664.192439,0.000481843
CCl4,Raman830,1665.594007,0.000317311
CCl4,Raman830,1666.887426,0.000454421
CCl4,Raman830,1668.180523,0.000156697
CCl4,Raman830,1669.473297,0.000246798
CCl4,Raman830,1670.76575,0.000356485
CCl4,Raman830,1672.057881,0.000407412
CCl4,Raman830,1673.349691,0.000284013
CCl4,Raman830,1674.641178,0.000475967
CCl4,Raman830,1675.932344,0.00040937
CCl4,Raman830,1677.223189,0.000327105
CCl4,Raman830,1678.513713,0.000428958
CCl4,Raman830,1679.803915,0.000387825
CCl4,Raman830,1681.093796,0.000129275
CCl4,Raman830,1682.383357,0.000630705
CCl4,Raman830,1683.672597,0.000329063
CCl4,Raman830,1684.961516,0.000411329
CCl4,Raman830,1686.250114,0.000285972
CCl4,Raman830,1687.538392,0.000170408
CCl4,Raman830,1688.82635,0.000168449
CCl4,Raman830,1690.113988,0.000376072
CCl4,Raman830,1691.401305,0.000272261
CCl4,Raman830,1692.688303,0.000289889
CCl4,Raman830,1693.97498,0.000152779
CCl4,Raman830,1695.261339,0.000266385
CCl4,Raman830,1696.547377,0.000264426
CCl4,Raman830,1697.833096,0.000189995
CCl4,Raman830,1699.118496,0.000460297
CCl4,Raman830,1700.403576,0.000589572
CCl4,Raman830,1701.688338,0.000481843
CCl4,Raman830,1702.97278,0.000174325
CCl4,Raman830,1704.149905,0.000195871
CCl4,Raman830,1705.433737,7.05136E-05
CCl4,Raman830,1706.717249,0.0003036
CCl4,Raman830,1708.000444,0.000221334
CCl4,Raman830,1709.283319,0.000368238
CCl4,Raman830,1710.565877,8.61833E-05
CCl4,Raman830,1711.848116,0.000254632
CCl4,Raman830,1713.130037,0.000219376
CCl4,Raman830,1714.304852,0.000231128
CCl4,Raman830,1715.586164,0.000225252
CCl4,Raman830,1716.867159,0.000260508
CCl4,Raman830,1718.147835,0.000332981
CCl4,Raman830,1719.428195,0.000301641
CCl4,Raman830,1720.708236,0.00036432
CCl4,Raman830,1721.88133,0.000135151
CCl4,Raman830,1723.160763,0.000340816
CCl4,Raman830,1724.43988,0.000403494
CCl4,Raman830,1725.71868,0.000450503
CCl4,Raman830,1726.997164,2.93807E-05
CCl4,Raman830,1728.168829,0.000362361
CCl4,Raman830,1729.446705,0.00019783
CCl4,Raman830,1730.724265,0.000301641
CCl4,Raman830,1732.001509,0.000432875
CCl4,Raman830,1733.278436,0.000487719
CCl4,Raman830,1734.448676,0.000307518
CCl4,Raman830,1735.724998,0.000358444
CCl4,Raman830,1737.001004,0.000589572
CCl4,Raman830,1738.170398,0.000278137
CCl4,Raman830,1739.445799,0.000564109
CCl4,Raman830,1740.720885,0.000450503
CCl4,Raman830,1741.995655,0.000291848
CCl4,Raman830,1743.163917,0.000354527
CCl4,Raman830,1744.438083,0.000426999
CCl4,Raman830,1745.711934,0.000352568
CCl4,Raman830,1746.879354,0.000332981
CCl4,Raman830,1748.152601,0.000474008
CCl4,Raman830,1749.425534,0.000189995
CCl4,Raman830,1750.592112,0.000344733
CCl4,Raman830,1751.864442,0.000291848
CCl4,Raman830,1753.136457,0.000293807
CCl4,Raman830,1754.302195,0.000111646
CCl4,Raman830,1755.573608,0.000315352
CCl4,Raman830,1756.844707,0.000186077
CCl4,Raman830,1758.009606,0.000301641
CCl4,Raman830,1759.280103,0.00034865
CCl4,Raman830,1760.444451,0.000587613
CCl4,Raman830,1761.714347,0.000391742
CCl4,Raman830,1762.98393,0.000309476
CCl4,Raman830,1764.147439,0.000199788
CCl4,Raman830,1765.416421,0.00019783
CCl4,Raman830,1766.57938,0.000571943
CCl4,Raman830,1767.847763,0.0006072
CCl4,Raman830,1769.115832,0.000362361
CCl4,Raman830,1770.277954,0.000289889
CCl4,Raman830,1771.545425,0.000260508
CCl4,Raman830,1772.706997,0.000162573
CCl4,Raman830,1773.973869,0.000399577
CCl4,Raman830,1775.134893,0.000336898
CCl4,Raman830,1776.401165,0.000783484
CCl4,Raman830,1777.561641,0.000519058
CCl4,Raman830,1778.827315,0.000346692
CCl4,Raman830,1779.987243,0.000280096
CCl4,Raman830,1781.252319,0.000583696
CCl4,Raman830,1782.411699,0.000552356
CCl4,Raman830,1783.676178,0.000430916
CCl4,Raman830,1784.835011,0.000636581
CCl4,Raman830,1786.098893,0.000730599
CCl4,Raman830,1787.257179,0.000534728
CCl4,Raman830,1788.520465,0.000814824
CCl4,Raman830,1789.678204,0.00086575
CCl4,Raman830,1790.940894,0.000583696
CCl4,Raman830,1792.098087,0.00056215
CCl4,Raman830,1793.255019,0.000793278
CCl4,Raman830,1794.516828,0.000327105
CCl4,Raman830,1795.673214,0.0006072
CCl4,Raman830,1796.934429,0.000830493
CCl4,Raman830,1798.09027,0.000268343
CCl4,Raman830,1799.24585,0.000505347
CCl4,Raman830,1800.506186,0.000591531
CCl4,Raman830,1801.661222,0.000613076
CCl4,Raman830,1802.920964,0.000716888
CCl4,Raman830,1804.075455,0.000591531
CCl4,Raman830,1805.229687,0.000630705
CCl4,Raman830,1806.488552,0.000285972
CCl4,Raman830,1807.642239,0.000863791
CCl4,Raman830,1808.795667,0.000769773
CCl4,Raman830,1810.053655,0.00050143
CCl4,Raman830,1811.20654,0.000585654
CCl4,Raman830,1812.359165,0.000664003
CCl4,Raman830,1813.616278,0.00037999
CCl4,Raman830,1814.76836,0.000276178
CCl4,Raman830,1815.920183,0.000180201
CCl4,Raman830,1817.071747,0.000579778
CCl4,Raman830,1818.327703,0.000624829
CCl4,Raman830,1819.478725,0.000505347
CCl4,Raman830,1820.629488,0.000340816
CCl4,Raman830,1821.884571,0.000430916
CCl4,Raman830,1823.034792,0.000401536
CCl4,Raman830,1824.184755,0.000378031
CCl4,Raman830,1825.33446,0.000628746
CCl4,Raman830,1826.588388,0.000307518
CCl4,Raman830,1827.737552,9.40181E-05
CCl4,Raman830,1828.886458,0.000376072
CCl4,Raman830,1830.035105,0.000307518
CCl4,Raman830,1831.183494,0.000272261
CCl4,Raman830,1832.435988,0.000331022
CCl4,Raman830,1833.583837,0.000174325
CCl4,Raman830,1834.731429,0.000123399
CCl4,Raman830,1835.878763,0.000264426
CCl4,Raman830,1837.025839,0.000393701
CCl4,Raman830,1838.276901,-1.17523E-05
CCl4,Raman830,1839.423438,0.00042504
CCl4,Raman830,1840.569718,0.000358444
CCl4,Raman830,1841.715741,0.000260508
CCl4,Raman830,1842.861506,0.00031927
CCl4,Raman830,1844.007014,0.000454421
CCl4,Raman830,1845.152265,0.000464214
CCl4,Raman830,1846.297259,9.40181E-05
CCl4,Raman830,1847.54605,0.000205665
CCl4,Raman830,1848.690507,0.000342774
CCl4,Raman830,1849.834707,0.000654209
CCl4,Raman830,1850.97865,0.000487719
CCl4,Raman830,1852.122337,0.000327105
CCl4,Raman830,1853.265767,0.000240921
CCl4,Raman830,1854.40894,0.00037999
CCl4,Raman830,1855.551858,2.15458E-05
CCl4,Raman830,1856.694519,3.72155E-05
CCl4,Raman830,1857.836924,0.000352568
CCl4,Raman830,1858.979073,0.000233087
CCl4,Raman830,1860.120966,0.000434834
CCl4,Raman830,1861.262602,0.000426999
CCl4,Raman830,1862.403984,0.000103812
CCl4,Raman830,1863.545109,1.17523E-05
CCl4,Raman830,1864.685979,0.000368238
CCl4,Raman830,1865.826593,0.000413288
CCl4,Raman830,1866.966951,0.000358444
CCl4,Raman830,1868.107055,-5.87613E-06
CCl4,Raman830,1869.246903,0.000107729
CCl4,Raman830,1870.386495,0.000278137
CCl4,Raman830,1871.525833,0.000223293
CCl4,Raman830,1872.664916,0.000405453
CHCl3,IR,3996.56178,-0.000485429
CHCl3,IR,3994.50487,-0.000417298
CHCl3,IR,3992.44797,-0.000204391
CHCl3,IR,3990.39107,-8.51629E-05
CHCl3,IR,3988.33417,-5.10977E-05
CHCl3,IR,3986.27726,0.000102195
CHCl3,IR,3984.22036,0.000340652
CHCl3,IR,3982.16346,0.000332135
CHCl3,IR,3980.10656,8.51629E-05
CHCl3,IR,3978.04965,-4.25815E-05
CHCl3,IR,3975.99275,0
CHCl3,IR,3973.93585,4.25815E-05
CHCl3,IR,3971.87895,6.81303E-05
CHCl3,IR,3969.82204,0.000178842
CHCl3,IR,3967.76514,0.000272521
CHCl3,IR,3965.70824,0.000153293
CHCl3,IR,3963.65133,-0.000119228
CHCl3,IR,3961.59443,-0.000272521
CHCl3,IR,3959.53753,-0.000204391
CHCl3,IR,3957.48063,2.55489E-05
CHCl3,IR,3955.42372,0.00022994
CHCl3,IR,3953.36682,0.000195875
CHCl3,IR,3951.30992,-0.000110712
CHCl3,IR,3949.25302,-0.00045988
CHCl3,IR,3947.19611,-0.000519494
CHCl3,IR,3945.13921,-0.000349168
CHCl3,IR,3943.08231,-7.66466E-05
CHCl3,IR,3941.02541,0.000187358
CHCl3,IR,3938.9685,0.000170326
CHCl3,IR,3936.9116,-0.000153293
CHCl3,IR,3934.8547,-0.000417298
CHCl3,IR,3932.7978,-0.000366201
CHCl3,IR,3930.74089,-8.51629E-05
CHCl3,IR,3928.68399,0.00016181
CHCl3,IR,3926.62709,0.000264005
CHCl3,IR,3924.57019,0.000281038
CHCl3,IR,3922.51328,0.000323619
CHCl3,IR,3920.45638,0.000468396
CHCl3,IR,3918.39948,0.00059614
CHCl3,IR,3916.34257,0.000604657
CHCl3,IR,3914.28567,0.000587624
CHCl3,IR,3912.22877,0.000587624
CHCl3,IR,3910.17187,0.000604657
CHCl3,IR,3908.11496,0.000400266
CHCl3,IR,3906.05806,-0.00016181
CHCl3,IR,3904.00116,-0.000664271
CHCl3,IR,3901.94426,-0.000613173
CHCl3,IR,3899.88735,-8.51629E-05
CHCl3,IR,3897.83045,0.000485429
CHCl3,IR,3895.77355,0.000621689
CHCl3,IR,3893.71665,0.000425815
CHCl3,IR,3891.65974,0.000264005
CHCl3,IR,3889.60284,0.000264005
CHCl3,IR,3887.54594,0.000451363
CHCl3,IR,3885.48904,0.000570592
CHCl3,IR,3883.43213,0.000349168
CHCl3,IR,3881.37523,0.000110712
CHCl3,IR,3879.31833,0.000136261
CHCl3,IR,3877.26142,0.000374717
CHCl3,IR,3875.20452,0.000604657
CHCl3,IR,3873.14762,0.000562075
CHCl3,IR,3871.09072,0.000468396
CHCl3,IR,3869.03381,0.000706852
CHCl3,IR,3866.97691,0.000740917
CHCl3,IR,3864.92001,0.000485429
CHCl3,IR,3862.86311,0.000264005
CHCl3,IR,3860.8062,-4.25815E-05
CHCl3,IR,3858.7493,-0.000323619
CHCl3,IR,3856.6924,-0.000238456
CHCl3,IR,3854.6355,0
CHCl3,IR,3852.57859,8.51629E-05
CHCl3,IR,3850.52169,0.000170326
CHCl3,IR,3848.46479,6.81303E-05
CHCl3,IR,3846.40789,-0.000178842
CHCl3,IR,3844.35098,-6.81303E-05
CHCl3,IR,3842.29408,0.00045988
CHCl3,IR,3840.23718,0.000587624
CHCl3,IR,3838.18028,0.000340652
CHCl3,IR,3836.12337,0.000442847
CHCl3,IR,3834.06647,0.00052801
CHCl3,IR,3832.00957,0.000357684
CHCl3,IR,3829.95266,0.000272521
CHCl3,IR,3827.89576,0.000417298
CHCl3,IR,3825.83886,0.000502461
CHCl3,IR,3823.78196,0.000357684
CHCl3,IR,3821.72505,0.000127744
CHCl3,IR,3819.66815,-6.81303E-05
CHCl3,IR,3817.61125,0.000144777
CHCl3,IR,3815.55435,0.000553559
CHCl3,IR,3813.49744,0.000536526
CHCl3,IR,3811.44054,0.000272521
CHCl3,IR,3809.38364,2.55489E-05
CHCl3,IR,3807.32674,-8.51629E-06
CHCl3,IR,3805.26983,0.000264005
CHCl3,IR,3803.21293,0.000451363
CHCl3,IR,3801.15603,0.000510977
CHCl3,IR,3799.09913,0.000408782
CHCl3,IR,3797.04222,0.000170326
CHCl3,IR,3794.98532,2.55489E-05
CHCl3,IR,3792.92842,-8.51629E-06
CHCl3,IR,3790.87152,0
CHCl3,IR,3788.81461,0.000170326
CHCl3,IR,3786.75771,0.000323619
CHCl3,IR,3784.70081,0.000374717
CHCl3,IR,3782.6439,0.000510977
CHCl3,IR,3780.587,0.000698336
CHCl3,IR,3778.5301,0.000681303
CHCl3,IR,3776.4732,0.000349168
CHCl3,IR,3774.41629,3.40652E-05
CHCl3,IR,3772.35939,0
CHCl3,IR,3770.30249,7.66466E-05
CHCl3,IR,3768.24559,0.00016181
CHCl3,IR,3766.18868,0.000264005
CHCl3,IR,3764.13178,0.000144777
CHCl3,IR,3762.07488,-5.10977E-05
CHCl3,IR,3760.01798,-0.000119228
CHCl3,IR,3757.96107,-2.55489E-05
CHCl3,IR,3755.90417,0.000366201
CHCl3,IR,3753.84727,0.001004922
CHCl3,IR,3751.79037,0.001549965
CHCl3,IR,3749.73346,0.001507384
CHCl3,IR,3747.67656,0.001209313
CHCl3,IR,3745.61966,0.000792015
CHCl3,IR,3743.56276,0.000187358
CHCl3,IR,3741.50585,4.25815E-05
CHCl3,IR,3739.44895,0.000221424
CHCl3,IR,3737.39205,0.000408782
CHCl3,IR,3735.33514,0.00059614
CHCl3,IR,3733.27824,0.000510977
CHCl3,IR,3731.22134,0.000212907
CHCl3,IR,3729.16444,3.40652E-05
CHCl3,IR,3727.10753,8.51629E-06
CHCl3,IR,3725.05063,0.000255489
CHCl3,IR,3722.99373,0.000510977
CHCl3,IR,3720.93683,0.000442847
CHCl3,IR,3718.87992,0.000400266
CHCl3,IR,3716.82302,0.000502461
CHCl3,IR,3714.76612,0.000476912
CHCl3,IR,3712.70922,0.00045988
CHCl3,IR,3710.65231,0.000621689
CHCl3,IR,3708.59541,0.000587624
CHCl3,IR,3706.53851,0.000391749
CHCl3,IR,3704.48161,0.000272521
CHCl3,IR,3702.4247,0.00029807
CHCl3,IR,3700.3678,0.000553559
CHCl3,IR,3698.3109,0.000774983
CHCl3,IR,3696.254,0.000834597
CHCl3,IR,3694.19709,0.000868662
CHCl3,IR,3692.14019,0.001021955
CHCl3,IR,3690.08329,0.001371123
CHCl3,IR,3688.02638,0.00135409
CHCl3,IR,3685.96948,0.001090085
CHCl3,IR,3683.91258,0.000970857
CHCl3,IR,3681.85568,0.00068982
CHCl3,IR,3679.79877,0.000332135
CHCl3,IR,3677.74187,0.00029807
CHCl3,IR,3675.68497,0.00029807
CHCl3,IR,3673.62807,5.9614E-05
CHCl3,IR,3671.57116,-0.000195875
CHCl3,IR,3669.51426,-0.000613173
CHCl3,IR,3667.45736,-0.000766466
CHCl3,IR,3665.40046,-0.00045988
CHCl3,IR,3663.34355,-9.36792E-05
CHCl3,IR,3661.28665,6.81303E-05
CHCl3,IR,3659.22975,0.000221424
CHCl3,IR,3657.17285,0.000408782
CHCl3,IR,3655.11594,0.000212907
CHCl3,IR,3653.05904,-0.000170326
CHCl3,IR,3651.00214,-6.81303E-05
CHCl3,IR,3648.94523,0.000510977
CHCl3,IR,3646.88833,0.000374717
CHCl3,IR,3644.83143,0.000212907
CHCl3,IR,3642.77453,0.000502461
CHCl3,IR,3640.71762,0.000638722
CHCl3,IR,3638.66072,0.000400266
CHCl3,IR,3636.60382,8.51629E-05
CHCl3,IR,3634.54692,-7.66466E-05
CHCl3,IR,3632.49001,-3.40652E-05
CHCl3,IR,3630.43311,-3.40652E-05
CHCl3,IR,3628.37621,-2.55489E-05
CHCl3,IR,3626.31931,0.000212907
CHCl3,IR,3624.2624,0.000306586
CHCl3,IR,3622.2055,0.000264005
CHCl3,IR,3620.1486,0.000315103
CHCl3,IR,3618.0917,0.000476912
CHCl3,IR,3616.03479,0.00045988
CHCl3,IR,3613.97789,0.000127744
CHCl3,IR,3611.92099,-0.000281038
CHCl3,IR,3609.86409,-0.000340652
CHCl3,IR,3607.80718,-2.55489E-05
CHCl3,IR,3605.75028,0.000170326
CHCl3,IR,3603.69338,5.10977E-05
CHCl3,IR,3601.63647,-0.000187358
CHCl3,IR,3599.57957,-0.000442847
CHCl3,IR,3597.52267,-0.000655754
CHCl3,IR,3595.46577,-0.000519494
CHCl3,IR,3593.40886,-0.000102195
CHCl3,IR,3591.35196,-4.25815E-05
CHCl3,IR,3589.29506,-0.000357684
CHCl3,IR,3587.23816,-0.000476912
CHCl3,IR,3585.18125,-0.000144777
CHCl3,IR,3583.12435,0.000195875
CHCl3,IR,3581.06745,0.000204391
CHCl3,IR,3579.01055,-8.51629E-06
CHCl3,IR,3576.95364,0.000102195
CHCl3,IR,3574.89674,0.00029807
CHCl3,IR,3572.83984,2.55489E-05
CHCl3,IR,3570.78294,-0.000306586
CHCl3,IR,3568.72603,-0.000425815
CHCl3,IR,3566.66913,-0.000587624
CHCl3,IR,3564.61223,-0.000851629
CHCl3,IR,3562.55533,-0.000894211
CHCl3,IR,3560.49842,-0.000655754
CHCl3,IR,3558.44152,-0.000383233
CHCl3,IR,3556.38462,-0.000153293
CHCl3,IR,3554.32771,-2.55489E-05
CHCl3,IR,3552.27081,-0.000127744
CHCl3,IR,3550.21391,-0.000315103
CHCl3,IR,3548.15701,-0.000502461
CHCl3,IR,3546.1001,-0.00059614
CHCl3,IR,3544.0432,-0.000468396
CHCl3,IR,3541.9863,-0.000178842
CHCl3,IR,3539.9294,0.000170326
CHCl3,IR,3537.87249,0.000332135
CHCl3,IR,3535.81559,0.00016181
CHCl3,IR,3533.75869,-1.70326E-05
CHCl3,IR,3531.70179,0.000127744
CHCl3,IR,3529.64488,0.000323619
CHCl3,IR,3527.58798,0.000315103
CHCl3,IR,3525.53108,0.000315103
CHCl3,IR,3523.47418,0.000212907
CHCl3,IR,3521.41727,-8.51629E-06
CHCl3,IR,3519.36037,1.70326E-05
CHCl3,IR,3517.30347,0.000110712
CHCl3,IR,3515.24657,8.51629E-06
CHCl3,IR,3513.18966,-5.9614E-05
CHCl3,IR,3511.13276,-8.51629E-05
CHCl3,IR,3509.07586,-0.000119228
CHCl3,IR,3507.01895,-9.36792E-05
CHCl3,IR,3504.96205,-0.000127744
CHCl3,IR,3502.90515,-9.36792E-05
CHCl3,IR,3500.84825,-8.51629E-06
CHCl3,IR,3498.79134,-0.000102195
CHCl3,IR,3496.73444,-0.000127744
CHCl3,IR,3494.67754,9.36792E-05
CHCl3,IR,3492.62064,0.000281038
CHCl3,IR,3490.56373,0.000281038
CHCl3,IR,3488.50683,0.000170326
CHCl3,IR,3486.44993,-4.25815E-05
CHCl3,IR,3484.39303,-0.000204391
CHCl3,IR,3482.33612,-0.000144777
CHCl3,IR,3480.27922,8.51629E-06
CHCl3,IR,3478.22232,0.000119228
CHCl3,IR,3476.16542,0.00022994
CHCl3,IR,3474.10851,0.000315103
CHCl3,IR,3472.05161,0.000476912
CHCl3,IR,3469.99471,0.000638722
CHCl3,IR,3467.93781,0.000485429
CHCl3,IR,3465.8809,0.000212907
CHCl3,IR,3463.824,0.000110712
CHCl3,IR,3461.7671,8.51629E-05
CHCl3,IR,3459.71019,4.25815E-05
CHCl3,IR,3457.65329,0
CHCl3,IR,3455.59639,-0.000110712
CHCl3,IR,3453.53949,-0.000221424
CHCl3,IR,3451.48258,-0.000246972
CHCl3,IR,3449.42568,-0.000349168
CHCl3,IR,3447.36878,-0.00045988
CHCl3,IR,3445.31188,-0.000434331
CHCl3,IR,3443.25497,-0.000315103
CHCl3,IR,3441.19807,3.40652E-05
CHCl3,IR,3439.14117,0.000425815
CHCl3,IR,3437.08427,0.000434331
CHCl3,IR,3435.02736,0.000212907
CHCl3,IR,3432.97046,0.000102195
CHCl3,IR,3430.91356,5.10977E-05
CHCl3,IR,3428.85666,0
CHCl3,IR,3426.79975,8.51629E-05
CHCl3,IR,3424.74285,0.000187358
CHCl3,IR,3422.68595,0.000187358
CHCl3,IR,3420.62904,9.36792E-05
CHCl3,IR,3418.57214,-0.00016181
CHCl3,IR,3416.51524,-0.000383233
CHCl3,IR,3414.45834,-0.000238456
CHCl3,IR,3412.40143,7.66466E-05
CHCl3,IR,3410.34453,0.000127744
CHCl3,IR,3408.28763,0.00016181
CHCl3,IR,3406.23073,0.000255489
CHCl3,IR,3404.17382,0.000204391
CHCl3,IR,3402.11692,8.51629E-05
CHCl3,IR,3400.06002,-6.81303E-05
CHCl3,IR,3398.00312,-8.51629E-05
CHCl3,IR,3395.94621,0.000136261
CHCl3,IR,3393.88931,0.000332135
CHCl3,IR,3391.83241,0.000340652
CHCl3,IR,3389.77551,0.000127744
CHCl3,IR,3387.7186,-0.000110712
CHCl3,IR,3385.6617,-8.51629E-05
CHCl3,IR,3383.6048,6.81303E-05
CHCl3,IR,3381.5479,7.66466E-05
CHCl3,IR,3379.49099,0
CHCl3,IR,3377.43409,-8.51629E-05
CHCl3,IR,3375.37719,-8.51629E-05
CHCl3,IR,3373.32028,0.000195875
CHCl3,IR,3371.26338,0.000553559
CHCl3,IR,3369.20648,0.000493945
CHCl3,IR,3367.14958,0.000110712
CHCl3,IR,3365.09267,-0.000221424
CHCl3,IR,3363.03577,-0.000306586
CHCl3,IR,3360.97887,-0.000272521
CHCl3,IR,3358.92197,-0.000332135
CHCl3,IR,3356.86506,-0.000400266
CHCl3,IR,3354.80816,-0.000221424
CHCl3,IR,3352.75126,9.36792E-05
CHCl3,IR,3350.69436,0.000281038
CHCl3,IR,3348.63745,0.000306586
CHCl3,IR,3346.58055,0.00029807
CHCl3,IR,3344.52365,0.000238456
CHCl3,IR,3342.46675,0.000102195
CHCl3,IR,3340.40984,4.25815E-05
CHCl3,IR,3338.35294,5.9614E-05
CHCl3,IR,3336.29604,7.66466E-05
CHCl3,IR,3334.23914,0.000153293
CHCl3,IR,3332.18223,9.36792E-05
CHCl3,IR,3330.12533,-0.000178842
CHCl3,IR,3328.06843,-0.000332135
CHCl3,IR,3326.01152,-0.00022994
CHCl3,IR,3323.95462,-7.66466E-05
CHCl3,IR,3321.89772,2.55489E-05
CHCl3,IR,3319.84082,8.51629E-05
CHCl3,IR,3317.78391,7.66466E-05
CHCl3,IR,3315.72701,3.40652E-05
CHCl3,IR,3313.67011,-8.51629E-06
CHCl3,IR,3311.61321,-2.55489E-05
CHCl3,IR,3309.5563,0.000136261
CHCl3,IR,3307.4994,0.000374717
CHCl3,IR,3305.4425,0.000246972
CHCl3,IR,3303.3856,8.51629E-06
CHCl3,IR,3301.32869,-4.25815E-05
CHCl3,IR,3299.27179,-0.000178842
CHCl3,IR,3297.21489,-0.000289554
CHCl3,IR,3295.15799,-0.000127744
CHCl3,IR,3293.10108,-8.51629E-06
CHCl3,IR,3291.04418,-0.000110712
CHCl3,IR,3288.98728,-0.000170326
CHCl3,IR,3286.93038,-0.000264005
CHCl3,IR,3284.87347,-0.000562075
CHCl3,IR,3282.81657,-0.000647238
CHCl3,IR,3280.75967,-0.000400266
CHCl3,IR,3278.70276,-0.000136261
CHCl3,IR,3276.64586,5.9614E-05
CHCl3,IR,3274.58896,0.00016181
CHCl3,IR,3272.53206,8.51629E-05
CHCl3,IR,3270.47515,-1.70326E-05
CHCl3,IR,3268.41825,-5.9614E-05
CHCl3,IR,3266.36135,-9.36792E-05
CHCl3,IR,3264.30445,-2.55489E-05
CHCl3,IR,3262.24754,-8.51629E-06
CHCl3,IR,3260.19064,-0.00016181
CHCl3,IR,3258.13374,-0.000272521
CHCl3,IR,3256.07684,-0.000246972
CHCl3,IR,3254.01993,-0.000110712
CHCl3,IR,3251.96303,5.10977E-05
CHCl3,IR,3249.90613,0.000144777
CHCl3,IR,3247.84923,0.000178842
CHCl3,IR,3245.79232,0.00022994
CHCl3,IR,3243.73542,0.000238456
CHCl3,IR,3241.67852,9.36792E-05
CHCl3,IR,3239.62162,-3.40652E-05
CHCl3,IR,3237.56471,5.9614E-05
CHCl3,IR,3235.50781,0.000306586
CHCl3,IR,3233.45091,0.000417298
CHCl3,IR,3231.394,0.000221424
CHCl3,IR,3229.3371,5.9614E-05
CHCl3,IR,3227.2802,0.000221424
CHCl3,IR,3225.2233,0.000425815
CHCl3,IR,3223.16639,0.000468396
CHCl3,IR,3221.10949,0.000357684
CHCl3,IR,3219.05259,5.9614E-05
CHCl3,IR,3216.99569,-0.000204391
CHCl3,IR,3214.93878,-0.000127744
CHCl3,IR,3212.88188,0.000127744
CHCl3,IR,3210.82498,4.25815E-05
CHCl3,IR,3208.76808,-0.000204391
CHCl3,IR,3206.71117,-0.000127744
CHCl3,IR,3204.65427,0.000110712
CHCl3,IR,3202.59737,0.000187358
CHCl3,IR,3200.54047,9.36792E-05
CHCl3,IR,3198.48356,-8.51629E-06
CHCl3,IR,3196.42666,-5.10977E-05
CHCl3,IR,3194.36976,-1.70326E-05
CHCl3,IR,3192.31285,0.000110712
CHCl3,IR,3190.25595,0.000281038
CHCl3,IR,3188.19905,0.000383233
CHCl3,IR,3186.14215,0.000374717
CHCl3,IR,3184.08524,0.000323619
CHCl3,IR,3182.02834,0.000281038
CHCl3,IR,3179.97144,0.000136261
CHCl3,IR,3177.91454,-3.40652E-05
CHCl3,IR,3175.85763,-1.70326E-05
CHCl3,IR,3173.80073,0.00016181
CHCl3,IR,3171.74383,0.000281038
CHCl3,IR,3169.68693,0.000255489
CHCl3,IR,3167.63002,0.000178842
CHCl3,IR,3165.57312,0.000144777
CHCl3,IR,3163.51622,0.000136261
