compound,technique,wavenumber,intensity
CH2Cl3,IR,911.20786,0.005234955
CH2Cl3,IR,909.15095,0.005605671
CH2Cl3,IR,907.09405,0.006425739
CH2Cl3,IR,905.03715,0.008178213
CH2Cl3,IR,902.98025,0.011233809
CH2Cl3,IR,900.92334,0.015940775
CH2Cl3,IR,898.86644,0.021917162
CH2Cl3,IR,896.80954,0.026489322
CH2Cl3,IR,894.75264,0.025950099
CH2Cl3,IR,892.69573,0.020726378
CH2Cl3,IR,890.63883,0.014828628
CH2Cl3,IR,888.58193,0.010593482
CH2Cl3,IR,886.52503,0.007762562
CH2Cl3,IR,884.46812,0.005807879
CH2Cl3,IR,882.41122,0.004594628
CH2Cl3,IR,880.35432,0.003830729
CH2Cl3,IR,878.29742,0.003347675
CH2Cl3,IR,876.24051,0.003122999
CH2Cl3,IR,874.18361,0.002853388
CH2Cl3,IR,872.12671,0.00244897
CH2Cl3,IR,870.06981,0.00212319
CH2Cl3,IR,868.0129,0.002033319
CH2Cl3,IR,865.956,0.002224294
CH2Cl3,IR,863.8991,0.002404035
CH2Cl3,IR,861.84219,0.002336632
CH2Cl3,IR,859.78529,0.002134424
CH2Cl3,IR,857.72839,0.002022086
CH2Cl3,IR,855.67149,0.002022086
CH2Cl3,IR,853.61458,0.00197715
CH2Cl3,IR,851.55768,0.001876046
CH2Cl3,IR,849.50078,0.001898514
CH2Cl3,IR,847.44388,0.002033319
CH2Cl3,IR,845.38697,0.002201827
CH2Cl3,IR,843.33007,0.002269229
CH2Cl3,IR,841.27317,0.002190593
CH2Cl3,IR,839.21627,0.002280463
CH2Cl3,IR,837.15936,0.002538841
CH2Cl3,IR,835.10246,0.002617478
CH2Cl3,IR,833.04556,0.002572542
CH2Cl3,IR,830.98866,0.002819686
CH2Cl3,IR,828.93175,0.003460013
CH2Cl3,IR,826.87485,0.003931833
CH2Cl3,IR,824.81795,0.003583585
CH2Cl3,IR,822.76105,0.002999427
CH2Cl3,IR,820.70414,0.003179168
CH2Cl3,IR,818.64724,0.003954301
CH2Cl3,IR,816.59034,0.004471056
CH2Cl3,IR,814.53343,0.004650797
CH2Cl3,IR,812.47653,0.0047182
CH2Cl3,IR,810.41963,0.004853006
CH2Cl3,IR,808.36273,0.005313592
CH2Cl3,IR,806.30582,0.005976387
CH2Cl3,IR,804.24892,0.006425739
CH2Cl3,IR,802.19202,0.006729052
CH2Cl3,IR,800.13512,0.007212106
CH2Cl3,IR,798.07821,0.007796264
CH2Cl3,IR,796.02131,0.008391656
CH2Cl3,IR,793.96441,0.009121853
CH2Cl3,IR,791.90751,0.010020558
CH2Cl3,IR,789.8506,0.011211342
CH2Cl3,IR,787.7937,0.012795309
CH2Cl3,IR,785.7368,0.014536549
CH2Cl3,IR,783.6799,0.016075581
CH2Cl3,IR,781.62299,0.017491041
CH2Cl3,IR,779.56609,0.019052541
CH2Cl3,IR,777.50919,0.020894885
CH2Cl3,IR,775.45228,0.023253985
CH2Cl3,IR,773.39538,0.026141074
CH2Cl3,IR,771.33848,0.029286541
CH2Cl3,IR,769.28158,0.033016165
CH2Cl3,IR,767.22467,0.037790534
CH2Cl3,IR,765.16777,0.043654583
CH2Cl3,IR,763.11087,0.050889156
CH2Cl3,IR,761.05397,0.060201984
CH2Cl3,IR,758.99706,0.072570408
CH2Cl3,IR,756.94016,0.089207679
CH2Cl3,IR,754.88326,0.111742701
CH2Cl3,IR,752.82636,0.142343597
CH2Cl3,IR,750.76945,0.182897649
CH2Cl3,IR,748.71255,0.233989013
CH2Cl3,IR,746.65565,0.296493928
CH2Cl3,IR,744.59875,0.372176101
CH2Cl3,IR,742.54184,0.462113978
CH2Cl3,IR,740.48494,0.566768145
CH2Cl3,IR,738.42804,0.683779503
CH2Cl3,IR,736.37114,0.804790096
CH2Cl3,IR,734.31423,0.912421223
CH2Cl3,IR,732.25733,0.984227732
CH2Cl3,IR,730.20043,1
CH2Cl3,IR,728.14352,0.952627026
CH2Cl3,IR,726.08662,0.859790826
CH2Cl3,IR,724.02972,0.7521597
CH2Cl3,IR,721.97282,0.649639956
CH2Cl3,IR,719.91591,0.560218835
CH2Cl3,IR,717.85901,0.487783232
CH2Cl3,IR,715.80211,0.433714908
CH2Cl3,IR,713.74521,0.400215689
CH2Cl3,IR,711.6883,0.391183706
CH2Cl3,IR,709.6314,0.409427413
CH2Cl3,IR,707.5745,0.450835234
CH2Cl3,IR,705.5176,0.498601391
CH2Cl3,IR,703.46069,0.526517407
CH2Cl3,IR,701.40379,0.514351191
CH2Cl3,IR,699.34689,0.461260209
CH2Cl3,IR,697.28999,0.38624083
CH2Cl3,IR,695.23308,0.311895481
CH2Cl3,IR,693.17618,0.249794983
CH2Cl3,IR,691.11928,0.200961614
CH2Cl3,IR,689.06238,0.163058742
CH2Cl3,IR,687.00547,0.134086747
CH2Cl3,IR,684.94857,0.111787636
CH2Cl3,IR,682.89167,0.093982048
CH2Cl3,IR,680.83476,0.079232057
CH2Cl3,IR,678.77786,0.066942269
CH2Cl3,IR,676.72096,0.056921712
CH2Cl3,IR,674.66406,0.048732265
CH2Cl3,IR,672.60715,0.04231776
CH2Cl3,IR,670.55025,0.037532157
CH2Cl3,IR,668.49335,0.032802723
CH2Cl3,IR,666.43645,0.028938293
CH2Cl3,IR,664.37954,0.027152117
CH2Cl3,IR,662.32264,0.025455812
CH2Cl3,IR,660.26574,0.023051777
CH2Cl3,IR,658.20884,0.020490468
CH2Cl3,IR,656.15193,0.018210005
CH2Cl3,IR,654.09503,0.016592336
CH2Cl3,IR,652.03813,0.015738567
CH2Cl3,IR,649.98123,0.014907265
CH2Cl3,IR,647.92432,0.013840053
CH2Cl3,IR,645.86742,0.012907647
CH2Cl3,IR,643.81052,0.012132514
CH2Cl3,IR,641.75362,0.011548356
CH2Cl3,IR,639.69671,0.010975432
CH2Cl3,IR,637.63981,0.010234
CH2Cl3,IR,635.58291,0.009133087
CH2Cl3,IR,633.526,0.008189447
CH2Cl3,IR,631.4691,0.008144512
CH2Cl3,IR,629.4122,0.008211915
CH2Cl3,IR,627.3553,0.007706393
CH2Cl3,IR,625.29839,0.00716717
CH2Cl3,IR,623.24149,0.006740286
CH2Cl3,IR,621.18459,0.006380804
CH2Cl3,IR,619.12769,0.006212297
CH2Cl3,IR,617.07078,0.006055023
CH2Cl3,IR,615.01388,0.005830347
CH2Cl3,IR,612.95698,0.005403462
CH2Cl3,IR,610.90008,0.004763135
CH2Cl3,IR,608.84317,0.004223912
CH2Cl3,IR,606.78627,0.004032938
CH2Cl3,IR,604.72937,0.004313783
CH2Cl3,IR,602.67247,0.004695732
CH2Cl3,IR,600.61556,0.004628329
CH2Cl3,IR,598.55866,0.004190211
CH2Cl3,IR,596.50176,0.003853197
CH2Cl3,IR,594.44486,0.003931833
CH2Cl3,IR,592.38795,0.003976768
CH2Cl3,IR,590.33105,0.003639754
CH2Cl3,IR,588.27415,0.003111765
CH2Cl3,IR,586.21724,0.002763517
CH2Cl3,IR,584.16034,0.002707348
CH2Cl3,IR,582.10344,0.002527607
CH2Cl3,IR,580.04654,0.002550075
CH2Cl3,IR,577.98963,0.003078064
CH2Cl3,IR,575.93273,0.003280272
CH2Cl3,IR,573.87583,0.002932024
CH2Cl3,IR,571.81893,0.002808452
CH2Cl3,IR,569.76202,0.002763517
CH2Cl3,IR,567.70512,0.002493906
CH2Cl3,IR,565.64822,0.002639945
CH2Cl3,IR,563.59132,0.002617478
CH2Cl3,IR,561.53441,0.002257996
CH2Cl3,IR,559.47751,0.002516373
CH2Cl3,IR,557.42061,0.003235337
CH2Cl3,IR,555.36371,0.003931833
CH2Cl3,IR,553.3068,0.004459822
CH2Cl3,IR,551.2499,0.004347484
CH2Cl3,IR,549.193,0.003594819
CH2Cl3,IR,547.13609,0.003044362
CH2Cl3,IR,545.07919,0.002999427
CH2Cl3,IR,543.02229,0.00283092
CH2Cl3,IR,540.96539,0.002336632
CH2Cl3,IR,538.90848,0.002156891
CH2Cl3,IR,536.85158,0.002527607
CH2Cl3,IR,534.79468,0.002662413
CH2Cl3,IR,532.73778,0.002314165
CH2Cl3,IR,530.68087,0.001898514
CH2Cl3,IR,528.62397,0.002055787
CH2Cl3,IR,526.56707,0.002628711
CH2Cl3,IR,524.51017,0.002718582
CH2Cl3,IR,522.45326,0.002516373
CH2Cl3,IR,520.39636,0.002561309
CH2Cl3,IR,518.33946,0.002314165
CH2Cl3,IR,516.28256,0.001539032
CH2Cl3,IR,514.22565,0.001078446
CH2Cl3,IR,512.16875,0.000954874
CH2Cl3,IR,510.11185,0.001370525
CH2Cl3,IR,508.05495,0.002224294
CH2Cl3,IR,505.99804,0.002505139
CH2Cl3,IR,503.94114,0.002404035
CH2Cl3,IR,501.88424,0.002538841
CH2Cl3,IR,499.82733,0.002932024
CH2Cl3,IR,497.77043,0.003033129
CH2Cl3,IR,495.71353,0.002583776
CH2Cl3,IR,493.65663,0.002010852
CH2Cl3,IR,491.59972,0.001314356
CH2Cl3,IR,489.54282,0.000909939
CH2Cl3,IR,487.48592,0.00103351
CH2Cl3,IR,485.42902,0.001078446
CH2Cl3,IR,483.37211,0.001359291
CH2Cl3,IR,481.31521,0.002033319
CH2Cl3,IR,479.25831,0.002797219
CH2Cl3,IR,477.20141,0.00377456
CH2Cl3,IR,475.1445,0.004504758
CH2Cl3,IR,473.0876,0.004515991
CH2Cl3,IR,471.0307,0.003437546
CH2Cl3,IR,468.9738,0.002302931
CH2Cl3,IR,466.91689,0.002550075
CH2Cl3,IR,464.85999,0.003785794
CH2Cl3,IR,462.80309,0.004594628
CH2Cl3,IR,460.74619,0.004145276
CH2Cl3,IR,458.68928,0.003707157
CH2Cl3,IR,456.63238,0.004853006
CH2Cl3,IR,454.57548,0.005549502
CH2Cl3,IR,452.51857,0.005178786
CH2Cl3,IR,450.46167,0.004909175
CH2Cl3,IR,448.40477,0.004931642
CH2Cl3,IR,446.34787,0.005504567
CH2Cl3,IR,444.29096,0.005358527
CH2Cl3,IR,442.23406,0.004111574
CH2Cl3,IR,440.17716,0.003729625
CH2Cl3,IR,438.12026,0.003976768
CH2Cl3,IR,436.06335,0.003235337
CH2Cl3,IR,434.00645,0.001550266
CH2Cl3,IR,431.94955,0.000505521
CH2Cl3,IR,429.89265,0.001460395
CH2Cl3,IR,427.83574,0.004111574
CH2Cl3,IR,425.77884,0.005875282
CH2Cl3,IR,423.72194,0.005650606
CH2Cl3,IR,421.66504,0.004751901
CH2Cl3,IR,419.60813,0.002842154
CH2Cl3,IR,417.55123,0.001595201
CH2Cl3,IR,415.49433,0.003055596
CH2Cl3,IR,413.43743,0.00401047
CH2Cl3,IR,411.38052,0.00386443
CH2Cl3,IR,409.32362,0.005706775
CH2Cl3,IR,407.26672,0.007897368
CH2Cl3,IR,405.20981,0.006358336
CH2Cl3,IR,403.15291,0.003370143
CH2Cl3,IR,401.09601,0.001516564
CH2Cl3,IR,399.03911,0.000123572
CH2Cl3,Raman532,1867.065449,0.339775783
CH2Cl3,Raman532,1871.650166,0.338191346
CH2Cl3,Raman532,1876.518708,0.336737219
CH2Cl3,Raman532,1881.098307,0.335447565
CH2Cl3,Raman532,1885.961416,0.334615774
CH2Cl3,Raman532,1890.535905,0.33341964
CH2Cl3,Raman532,1895.39359,0.33213756
CH2Cl3,Raman532,1899.962979,0.330927978
CH2Cl3,Raman532,1904.815248,0.330298067
CH2Cl3,Raman532,1909.379545,0.328948436
CH2Cl3,Raman532,1913.941376,0.328078001
CH2Cl3,Raman532,1918.785622,0.326722496
CH2Cl3,Raman532,1923.342373,0.325602724
CH2Cl3,Raman532,1928.181226,0.324566115
CH2Cl3,Raman532,1932.732907,0.322146023
CH2Cl3,Raman532,1937.566376,0.321837792
CH2Cl3,Raman532,1942.112994,0.320699626
CH2Cl3,Raman532,1946.65716,0.319043773
CH2Cl3,Raman532,1951.482652,0.317899887
CH2Cl3,Raman532,1956.021768,0.316788771
CH2Cl3,Raman532,1960.841899,0.315179293
CH2Cl3,Raman532,1965.375973,0.313846974
CH2Cl3,Raman532,1969.907605,0.312240433
CH2Cl3,Raman532,1974.719792,0.310903322
CH2Cl3,Raman532,1979.246396,0.30950809
CH2Cl3,Raman532,1984.053243,0.30806092
CH2Cl3,Raman532,1988.574826,0.306967272
CH2Cl3,Raman532,1993.093977,0.305110312
CH2Cl3,Raman532,1997.892913,0.304459224
CH2Cl3,Raman532,2002.407056,0.303769491
CH2Cl3,Raman532,2007.200675,0.302088288
CH2Cl3,Raman532,2011.709817,0.301059409
CH2Cl3,Raman532,2016.216538,0.299366766
CH2Cl3,Raman532,2021.002278,0.297864565
CH2Cl3,Raman532,2025.504012,0.295727353
CH2Cl3,Raman532,2030.003329,0.294166103
CH2Cl3,Raman532,2034.78121,0.292761442
CH2Cl3,Raman532,2039.275553,0.291481371
CH2Cl3,Raman532,2043.767485,0.290187698
CH2Cl3,Raman532,2048.537526,0.288483462
CH2Cl3,Raman532,2053.024496,0.287495082
CH2Cl3,Raman532,2057.509062,0.286479806
CH2Cl3,Raman532,2062.271282,0.285144551
CH2Cl3,Raman532,2066.750897,0.284604451
CH2Cl3,Raman532,2071.228114,0.283008421
CH2Cl3,Raman532,2075.982532,0.281613343
CH2Cl3,Raman532,2080.45481,0.279926575
CH2Cl3,Raman532,2084.924697,0.27843875
CH2Cl3,Raman532,2089.671333,0.277203044
CH2Cl3,Raman532,2094.136293,0.275587691
CH2Cl3,Raman532,2098.598867,0.2743829
CH2Cl3,Raman532,2103.337739,0.273301928
CH2Cl3,Raman532,2107.795398,0.271762783
CH2Cl3,Raman532,2112.250678,0.270705925
CH2Cl3,Raman532,2116.981806,0.2689717
CH2Cl3,Raman532,2121.432182,0.267613413
CH2Cl3,Raman532,2125.880185,0.266643274
CH2Cl3,Raman532,2130.325815,0.26523382
CH2Cl3,Raman532,2135.046699,0.264092717
CH2Cl3,Raman532,2139.487442,0.262589588
CH2Cl3,Raman532,2143.925819,0.261684218
CH2Cl3,Raman532,2148.639003,0.260608965
CH2Cl3,Raman532,2153.072505,0.259151128
CH2Cl3,Raman532,2157.503646,0.258368494
CH2Cl3,Raman532,2161.932429,0.256606291
CH2Cl3,Raman532,2166.635427,0.255555152
CH2Cl3,Raman532,2171.059351,0.254384214
CH2Cl3,Raman532,2175.480921,0.253723388
CH2Cl3,Raman532,2179.90014,0.252971824
CH2Cl3,Raman532,2184.592986,0.251728389
CH2Cl3,Raman532,2189.007362,0.250803851
CH2Cl3,Raman532,2193.419392,0.249824127
CH2Cl3,Raman532,2197.829079,0.248703428
CH2Cl3,Raman532,2202.511805,0.247617509
CH2Cl3,Raman532,2206.916665,0.246716158
CH2Cl3,Raman532,2211.319186,0.24582439
CH2Cl3,Raman532,2215.719371,0.244712502
CH2Cl3,Raman532,2220.39201,0.243567534
CH2Cl3,Raman532,2224.787384,0.241877828
CH2Cl3,Raman532,2229.180426,0.24119768
CH2Cl3,Raman532,2233.571141,0.240523405
CH2Cl3,Raman532,2237.959529,0.23927796
CH2Cl3,Raman532,2242.619644,0.238787171
CH2Cl3,Raman532,2247.003239,0.237364115
CH2Cl3,Raman532,2251.384513,0.235962236
CH2Cl3,Raman532,2255.763468,0.235029042
CH2Cl3,Raman532,2260.140106,0.233575069
CH2Cl3,Raman532,2264.787746,0.232931556
CH2Cl3,Raman532,2269.159611,0.232266866
CH2Cl3,Raman532,2273.529163,0.231596455
CH2Cl3,Raman532,2277.896406,0.23072973
CH2Cl3,Raman532,2282.261341,0.230197514
CH2Cl3,Raman532,2286.896558,0.22905641
CH2Cl3,Raman532,2291.256738,0.229144365
CH2Cl3,Raman532,2295.614616,0.229408078
CH2Cl3,Raman532,2299.970194,0.229953897
CH2Cl3,Raman532,2304.323473,0.231109531
CH2Cl3,Raman532,2308.674455,0.232450351
CH2Cl3,Raman532,2313.294858,0.234995189
CH2Cl3,Raman532,2317.641108,0.237969911
CH2Cl3,Raman532,2321.985067,0.246031217
CH2Cl3,Raman532,2326.326737,0.256731036
CH2Cl3,Raman532,2330.666119,0.248838685
CH2Cl3,Raman532,2335.003214,0.234513984
CH2Cl3,Raman532,2339.338026,0.226604474
CH2Cl3,Raman532,2343.941263,0.221410613
CH2Cl3,Raman532,2348.271369,0.218381787
CH2Cl3,Raman532,2352.599197,0.216645708
CH2Cl3,Raman532,2356.924748,0.215112437
CH2Cl3,Raman532,2361.248024,0.21386421
CH2Cl3,Raman532,2365.569027,0.21341593
CH2Cl3,Raman532,2369.887758,0.213026545
CH2Cl3,Raman532,2374.20422,0.212899017
CH2Cl3,Raman532,2378.787976,0.213926969
CH2Cl3,Raman532,2383.099762,0.216324029
CH2Cl3,Raman532,2387.409285,0.213314526
CH2Cl3,Raman532,2391.716544,0.209904972
CH2Cl3,Raman532,2396.021544,0.206974769
CH2Cl3,Raman532,2400.324284,0.204814524
CH2Cl3,Raman532,2404.624768,0.203491017
CH2Cl3,Raman532,2408.922996,0.202755684
CH2Cl3,Raman532,2413.21897,0.201799302
CH2Cl3,Raman532,2417.512693,0.201157798
CH2Cl3,Raman532,2422.072309,0.200062295
CH2Cl3,Raman532,2426.361393,0.199503801
CH2Cl3,Raman532,2430.648232,0.198590856
CH2Cl3,Raman532,2434.932825,0.197798637
CH2Cl3,Raman532,2439.215176,0.197098084
CH2Cl3,Raman532,2443.495286,0.195423837
CH2Cl3,Raman532,2447.773156,0.195289508
CH2Cl3,Raman532,2452.04879,0.194253827
CH2Cl3,Raman532,2456.322187,0.193440431
CH2Cl3,Raman532,2460.59335,0.192674336
CH2Cl3,Raman532,2464.862281,0.192100384
CH2Cl3,Raman532,2469.128982,0.191066713
CH2Cl3,Raman532,2473.393454,0.189984658
CH2Cl3,Raman532,2477.655699,0.189194294
CH2Cl3,Raman532,2481.915719,0.188781723
CH2Cl3,Raman532,2486.173515,0.188436856
CH2Cl3,Raman532,2490.429089,0.187433173
CH2Cl3,Raman532,2494.682444,0.186694903
CH2Cl3,Raman532,2498.93358,0.185723064
CH2Cl3,Raman532,2503.1825,0.185399375
CH2Cl3,Raman532,2507.69455,0.184819703
CH2Cl3,Raman532,2511.938903,0.184359829
CH2Cl3,Raman532,2516.181046,0.184425526
CH2Cl3,Raman532,2520.420978,0.185130871
CH2Cl3,Raman532,2524.658703,0.186260226
CH2Cl3,Raman532,2528.894222,0.186815784
CH2Cl3,Raman532,2533.127536,0.186937438
CH2Cl3,Raman532,2537.358648,0.186660277
CH2Cl3,Raman532,2541.587559,0.185441884
CH2Cl3,Raman532,2545.814271,0.183396646
CH2Cl3,Raman532,2550.038785,0.181505061
CH2Cl3,Raman532,2553.997273,0.179904084
CH2Cl3,Raman532,2558.217534,0.178936109
CH2Cl3,Raman532,2562.435603,0.178005696
CH2Cl3,Raman532,2566.651482,0.177405774
CH2Cl3,Raman532,2570.865171,0.176640607
CH2Cl3,Raman532,2575.076673,0.175839732
CH2Cl3,Raman532,2579.285989,0.175677424
CH2Cl3,Raman532,2583.493122,0.174936371
CH2Cl3,Raman532,2587.698072,0.17466864
CH2Cl3,Raman532,2591.900841,0.17453833
CH2Cl3,Raman532,2596.101432,0.173854317
CH2Cl3,Raman532,2600.299846,0.173264906
CH2Cl3,Raman532,2604.496084,0.173005059
CH2Cl3,Raman532,2608.690148,0.172411784
CH2Cl3,Raman532,2612.882041,0.171536556
CH2Cl3,Raman532,2617.071763,0.171355853
CH2Cl3,Raman532,2621.259316,0.171096005
CH2Cl3,Raman532,2625.444702,0.170109635
CH2Cl3,Raman532,2629.627923,0.169606171
CH2Cl3,Raman532,2633.808981,0.169668002
CH2Cl3,Raman532,2637.726758,0.168988936
CH2Cl3,Raman532,2641.903628,0.168396743
CH2Cl3,Raman532,2646.078339,0.168585948
CH2Cl3,Raman532,2650.250894,0.167839176
CH2Cl3,Raman532,2654.421292,0.167205401
CH2Cl3,Raman532,2658.589538,0.167291502
CH2Cl3,Raman532,2662.755631,0.167012177
CH2Cl3,Raman532,2666.919573,0.166510877
CH2Cl3,Raman532,2671.081367,0.166254739
CH2Cl3,Raman532,2675.241014,0.166065379
CH2Cl3,Raman532,2679.398516,0.165333138
CH2Cl3,Raman532,2683.294226,0.164717758
CH2Cl3,Raman532,2687.447576,0.164870327
CH2Cl3,Raman532,2691.598785,0.164744654
CH2Cl3,Raman532,2695.747855,0.164396851
CH2Cl3,Raman532,2699.894788,0.164432714
CH2Cl3,Raman532,2704.039585,0.164042401
CH2Cl3,Raman532,2708.182249,0.163332264
CH2Cl3,Raman532,2712.064059,0.162515004
CH2Cl3,Raman532,2716.202593,0.16234203
CH2Cl3,Raman532,2720.338997,0.161984488
CH2Cl3,Raman532,2724.473275,0.161601904
CH2Cl3,Raman532,2728.605426,0.161416409
CH2Cl3,Raman532,2732.735453,0.160564369
CH2Cl3,Raman532,2736.863358,0.160446425
CH2Cl3,Raman532,2740.731342,0.160077444
CH2Cl3,Raman532,2744.855139,0.159408889
CH2Cl3,Raman532,2748.976818,0.159817597
CH2Cl3,Raman532,2753.096381,0.160007884
CH2Cl3,Raman532,2757.21383,0.159018577
CH2Cl3,Raman532,2761.329166,0.158527788
CH2Cl3,Raman532,2765.185376,0.158701689
CH2Cl3,Raman532,2769.296623,0.158761511
CH2Cl3,Raman532,2773.405762,0.157527815
CH2Cl3,Raman532,2777.512794,0.157376172
CH2Cl3,Raman532,2781.617721,0.157721039
CH2Cl3,Raman532,2785.464181,0.158165454
CH2Cl3,Raman532,2789.565035,0.157083399
CH2Cl3,Raman532,2793.663789,0.156520113
CH2Cl3,Raman532,2797.760444,0.156644704
CH2Cl3,Raman532,2801.855003,0.156700816
CH2Cl3,Raman532,2805.691749,0.156380991
CH2Cl3,Raman532,2809.782249,0.156167517
CH2Cl3,Raman532,2813.870658,0.155636229
CH2Cl3,Raman532,2817.956976,0.156357805
CH2Cl3,Raman532,2822.041205,0.156752909
CH2Cl3,Raman532,2825.868274,0.15754621
CH2Cl3,Raman532,2829.94846,0.160085173
CH2Cl3,Raman532,2834.026562,0.164729197
CH2Cl3,Raman532,2838.102582,0.169780227
CH2Cl3,Raman532,2841.92196,0.172415803
CH2Cl3,Raman532,2845.993949,0.172896853
CH2Cl3,Raman532,2850.06386,0.171626367
CH2Cl3,Raman532,2854.131694,0.16829333
CH2Cl3,Raman532,2857.943405,0.163273369
CH2Cl3,Raman532,2862.007221,0.158935413
CH2Cl3,Raman532,2866.068966,0.157022495
CH2Cl3,Raman532,2870.12864,0.155687394
CH2Cl3,Raman532,2873.932706,0.155317332
CH2Cl3,Raman532,2877.988374,0.154775377
CH2Cl3,Raman532,2882.041977,0.154454625
CH2Cl3,Raman532,2886.093515,0.154637183
CH2Cl3,Raman532,2889.88996,0.154857459
CH2Cl3,Raman532,2893.937504,0.154378263
CH2Cl3,Raman532,2897.982989,0.154137738
CH2Cl3,Raman532,2901.773763,0.154003408
CH2Cl3,Raman532,2905.815263,0.154046845
CH2Cl3,Raman532,2909.854708,0.154629454
CH2Cl3,Raman532,2913.8921,0.153937712
CH2Cl3,Raman532,2917.675292,0.153624689
CH2Cl3,Raman532,2921.708711,0.153437185
CH2Cl3,Raman532,2925.740081,0.153959044
CH2Cl3,Raman532,2929.517631,0.154575352
CH2Cl3,Raman532,2933.545037,0.155507619
CH2Cl3,Raman532,2937.570399,0.155838109
CH2Cl3,Raman532,2941.34232,0.156845657
CH2Cl3,Raman532,2945.363726,0.158320961
CH2Cl3,Raman532,2949.383093,0.159908335
CH2Cl3,Raman532,2953.149399,0.161732369
CH2Cl3,Raman532,2957.164819,0.164249073
CH2Cl3,Raman532,2961.178204,0.167389969
CH2Cl3,Raman532,2964.938906,0.171327874
CH2Cl3,Raman532,2968.948353,0.177117793
CH2Cl3,Raman532,2972.955769,0.186458242
CH2Cl3,Raman532,2976.71088,0.202893878
CH2Cl3,Raman532,2980.714368,0.237473248
CH2Cl3,Raman532,2984.71583,0.317451607
CH2Cl3,Raman532,2988.465362,0.498113129
CH2Cl3,Raman532,2992.462903,0.743452604
CH2Cl3,Raman532,2996.458423,0.891964586
CH2Cl3,Raman532,3000.202389,0.940307226
CH2Cl3,Raman532,3004.193997,0.938111274
CH2Cl3,Raman532,3008.183589,0.85026777
CH2Cl3,Raman532,3011.922001,0.617017471
CH2Cl3,Raman532,3015.907689,0.414173677
CH2Cl3,Raman532,3019.642445,0.310854939
CH2Cl3,Raman532,3023.624236,0.2626001
CH2Cl3,Raman532,3027.604018,0.238028806
CH2Cl3,Raman532,3031.33324,0.223927317
CH2Cl3,Raman532,3035.309133,0.216642771
CH2Cl3,Raman532,3039.034713,0.214794622
CH2Cl3,Raman532,3043.006723,0.216945128
CH2Cl3,Raman532,3046.976731,0.222672288
CH2Cl3,Raman532,3050.696797,0.232965409
CH2Cl3,Raman532,3054.662931,0.245837993
CH2Cl3,Raman532,3058.379368,0.259894963
CH2Cl3,Raman532,3062.341633,0.270590918
CH2Cl3,Raman532,3066.301904,0.274739515
CH2Cl3,Raman532,3070.012848,0.271766647
CH2Cl3,Raman532,3073.969258,0.262053353
CH2Cl3,Raman532,3077.676586,0.245911418
CH2Cl3,Raman532,3081.629142,0.228421708
CH2Cl3,Raman532,3085.332859,0.212716459
CH2Cl3,Raman532,3089.281566,0.200048692
CH2Cl3,Raman532,3093.228289,0.190800063
CH2Cl3,Raman532,3096.926541,0.18307404
CH2Cl3,Raman532,3100.869424,0.177288758
CH2Cl3,Raman532,3104.564078,0.172837958
CH2Cl3,Raman532,3108.503126,0.168834357
CH2Cl3,Raman532,3112.194188,0.166477951
CH2Cl3,Raman532,3116.129406,0.163911009
CH2Cl3,Raman532,3119.816881,0.161639622
CH2Cl3,Raman532,3123.748276,0.158988588
CH2Cl3,Raman532,3127.432169,0.156434167
CH2Cl3,Raman532,3131.359746,0.15408549
CH2Cl3,Raman532,3135.285355,0.152080907
CH2Cl3,Raman532,3138.963827,0.150870242
CH2Cl3,Raman532,3142.885626,0.148765183
CH2Cl3,Raman532,3146.560529,0.147053063
CH2Cl3,Raman532,3150.478525,0.144940274
CH2Cl3,Raman532,3154.149864,0.142607056
CH2Cl3,Raman532,3158.064061,0.141136698
CH2Cl3,Raman532,3161.731841,0.140136725
CH2Cl3,Raman532,3165.642245,0.138703003
CH2Cl3,Raman532,3169.306473,0.137479818
CH2Cl3,Raman532,3173.213089,0.136326348
CH2Cl3,Raman532,3176.873768,0.134768035
CH2Cl3,Raman532,3180.776603,0.133718751
CH2Cl3,Raman532,3184.433739,0.13344731
CH2Cl3,Raman532,3188.332797,0.132823119
CH2Cl3,Raman532,3191.986395,0.131921767
CH2Cl3,Raman532,3195.881682,0.131161392
CH2Cl3,Raman532,3199.531748,0.129898789
CH2Cl3,Raman532,3203.180106,0.128906545
CH2Cl3,Raman532,3207.069807,0.127904717
CH2Cl3,Raman532,3210.71464,0.127089157
CH2Cl3,Raman532,3214.600584,0.126748156
CH2Cl3,Raman532,3218.241897,0.125893178
CH2Cl3,Raman532,3222.124089,0.124929067
CH2Cl3,Raman532,3225.761887,0.123955218
CH2Cl3,Raman532,3229.640332,0.123418983
CH2Cl3,Raman532,3233.27462,0.12288754
CH2Cl3,Raman532,3237.149324,0.12286729
CH2Cl3,Raman532,3240.780108,0.121772714
CH2Cl3,Raman532,3244.409197,0.120873218
CH2Cl3,Raman532,3248.27836,0.120377637
CH2Cl3,Raman532,3251.903952,0.119684813
CH2Cl3,Raman532,3255.769387,0.119240552
CH2Cl3,Raman532,3259.391487,0.118643413
CH2Cl3,Raman532,3263.253199,0.118939123
CH2Cl3,Raman532,3266.871812,0.117936213
CH2Cl3,Raman532,3270.488739,0.117703417
CH2Cl3,Raman532,3274.344938,0.116787535
CH2Cl3,Raman532,3277.958386,0.116058075
CH2Cl3,Raman532,3281.810876,0.116071678
