m/z,stddev,PeakHeight,C,H,Neutral H,O,m/z2,stddev2,O/C,H/C,DBE,AI mod,Neutral Mass,KM(CH2),KMD(CH2),KM(COO),KMD(COO),KM(H2O),KMD(H2O),KM(H2),KMD(H2),KM(O),KMD(O),KM(C2H4O),KMD(C2H4O),KM(OCH2),KMD(OCH2),KMD(CH2),KMD(COO),KMD(H2O),KMD(H2),KMD(O),KMD(C2H4O),KMD(OCH2),see comment,Neutral Mass
653.151293,1,1025021,32,29,30,15,653.151194,0.2,0.46875,0.9375,18,0.428571429,654.1584703,653,0.428028,654,0.3097163,653,0.7747522,649,0.0794031,654,0.3664515,653,0.7689614,653,0.9281854,8,1,7,7,4,6,9,1,470.0696553
651.062612,1,1803508,30,19,20,17,651.062773,-0.2,0.566666667,0.666666667,21,0.581395349,652.0700492,651,0.341938,652,0.2208123,651,0.6875561,647,0.0071971,652,0.2773665,651,0.6817838,651,0.8404995,8,7,4,4,10,3,6,1,470.0849114
643.130226,1,1254355,30,27,28,16,643.130458,-0.4,0.533333333,0.933333333,17,0.409090909,644.1377348,643,0.418481,644,0.2866639,643,0.7598947,639,0.1364715,644,0.3425301,643,0.7541926,643,0.9109776,7,3,6,6,6,5,9,1,470.1001676
637.156604,1,935618,32,29,30,14,637.156279,0.5,0.4375,0.9375,18,0.44,638.1635557,637,0.450973,638,0.3111035,637,0.7892199,633,0.2086775,638,0.3664515,637,0.7835707,637,0.9389015,8,3,6,7,4,6,8,1,470.1060408
637.098646,1,2766017,34,21,22,13,637.098764,-0.2,0.382352941,0.647058824,24,0.636363636,638.1060408,637,0.393522,638,0.2535753,637,0.7317388,633,0.1516091,638,0.3089184,637,0.7260901,637,0.8814068,5,4,5,6,8,5,9,1,470.1212969
629.05722,1,2205897,31,17,18,15,629.057293,-0.1,0.483870968,0.580645161,23,0.659574468,630.0645699,629,0.361031,630,0.2102452,629,0.6949849,625,0.1725745,630,0.2648908,629,0.6894073,629,0.8427668,9,4,4,7,7,4,7,1,470.1576824
615.150755,1,2723690,33,27,28,12,615.1508,-0.1,0.363636364,0.848484848,20,0.518518519,616.1580764,615,0.470065,616,0.3005364,615,0.7966486,611,0.3740548,616,0.3539759,615,0.7911942,615,0.9411688,10,5,3,5,9,4,6,1,472.0066611
603.151008,1,3409631,32,27,28,12,603.1508,0.3,0.375,0.875,19,0.5,604.1580764,603,0.483465,604,0.2977619,603,0.8036876,599,0.4672261,604,0.3501606,603,0.7983394,603,0.9453932,9,5,4,6,8,4,6,1,472.0277905
597.052186,1,2315275,27,17,18,16,597.052208,0,0.592592593,0.666666667,19,0.578947368,598.0594845,597,0.391683,598,0.19776,597,0.7086731,593,0.4159854,598,0.2496298,597,0.7033789,597,0.8489483,8,5,4,6,10,4,5,1,472.0430466
591.099567,1,1095548,26,23,24,16,591.099158,0.7,0.615384615,0.923076923,15,0.388888889,592.1064347,591,0.44528,592,0.2433338,591,0.7591153,587,0.5091567,592,0.2946873,591,0.7538738,591,0.8979941,5,4,6,5,9,4,9,1,472.064176
587.046662,1,2640536,29,15,16,14,587.046729,-0.1,0.482758621,0.551724138,22,0.681818182,588.0540052,587,0.397376,588,0.1899674,587,0.7090629,583,0.4881914,588,0.2409694,587,0.7038572,587,0.8469912,9,4,4,7,6,5,7,1,472.0794321
579.041657,1,1862390,27,15,16,15,579.041643,0,0.555555556,0.592592593,20,0.641025641,580.0489198,579,0.401229,580,0.1830312,579,0.7086731,575,0.5452597,580,0.2333389,579,0.7035384,579,0.8447239,9,5,4,5,9,4,6,1,472.0853053
569.145372,1,1648109,32,25,26,10,569.145321,0.1,0.3125,0.8125,20,0.555555556,570.1525971,569,0.515956,570,0.2844203,569,0.8181553,565,0.7257747,570,0.3338697,569,0.8131082,569,0.9518849,9,6,4,7,9,3,4,1,472.1158176
567.056768,1,1194629,30,15,16,12,567.0569,-0.2,0.4,0.533333333,23,0.708333333,568.064176,567,0.429867,568,0.1955163,567,0.7309593,563,0.6535687,568,0.2447846,567,0.7259306,567,0.864199,7,1,8,7,5,5,9,1,472.136947
563.104504,1,1082007,25,23,24,15,563.104244,0.5,0.6,0.96,14,0.371428571,564.1115201,563,0.481625,564,0.2419466,563,0.780622,559,0.7316023,564,0.2908721,563,0.7756283,563,0.9129346,4,3,7,6,8,5,9,1,474.0223112
561.031071,1,1826333,27,13,14,14,561.031079,0,0.518518519,0.518518519,21,0.7,562.0383552,561,0.410775,562,0.1683023,561,0.7086731,557,0.6745340,562,0.217048,561,0.7036978,561,0.8404995,10,5,4,7,5,5,6,1,474.0375673
551.155838,1,1472031,29,27,28,11,551.155885,-0.1,0.379310345,0.965517241,16,0.446808511,552.1631617,551,0.546608,552,0.2908257,551,0.8392723,547,0.8760143,552,0.3387149,551,0.8343844,551,0.9687825,11,3,4,7,6,5,6,1,474.0434405
549.030803,1,2405996,26,13,14,14,549.031079,-0.5,0.538461538,0.538461538,20,0.684210526,550.0383552,549,0.424174,550,0.1655278,549,0.7157121,545,0.7677053,550,0.2132327,549,0.710843,549,0.8447239,9,5,4,6,7,5,6,1,474.0586967
543.041679,1,3204341,24,15,16,15,543.041643,0.1,0.625,0.666666667,17,0.575757576,544.0489198,543,0.441427,544,0.1747077,543,0.7297901,539,0.8247737,544,0.2218932,543,0.724974,543,0.857397,7,5,4,5,11,4,6,1,474.079826
535.160773,1,938964,29,27,28,10,535.160971,-0.4,0.344827586,0.965517241,16,0.458333333,536.1682471,535,0.569554,536,0.2922129,535,0.85374,532,0.0052887,536,0.3387149,535,0.8489937,535,0.9794986,10,6,2,8,6,5,5,1,474.0950822
535.109441,1,1618643,24,23,24,14,535.109329,0.2,0.583333333,1,13,0.352941176,536.1166055,535,0.51797,536,0.2405593,535,0.8021287,531,0.9540480,536,0.2870568,535,0.7973828,535,0.9278751,6,2,7,7,7,5,8,1,474.1162115
525.119106,1,3191547,30,21,22,9,525.119106,0,0.3,0.733333333,20,0.607843137,526.1263823,525,0.538902,526,0.2480263,525,0.8177656,522,0.0413917,526,0.2936574,525,0.8131082,525,0.9411688,6,6,5,6,10,3,6,1,474.1314677
523.103602,1,1823324,30,19,20,9,523.103456,0.3,0.3,0.666666667,21,0.647058824,524.1107322,523,0.525503,524,0.2319103,523,0.8032979,520,0.0413917,524,0.2773665,523,0.7986583,523,0.9262283,5,5,5,6,10,4,7,1,474.1525971
519.114403,1,2444004,24,23,24,13,519.114414,0,0.541666667,1,13,0.371428571,520.1216909,519,0.540915,520,0.2419466,519,0.8165964,516,0.0833223,520,0.2870568,519,0.8119921,519,0.9385912,7,3,6,7,7,5,7,1,476.0227051
503.02565,1,2075228,25,11,12,12,503.025599,0.1,0.48,0.48,20,0.736842105,504.0328758,503,0.470065,504,0.1494117,503,0.7372188,500,0.1194253,504,0.1931266,503,0.732757,503,0.85544,10,3,5,8,4,5,7,1,476.0379612
499.030576,1,1189053,26,11,12,11,499.030685,-0.2,0.423076923,0.461538462,21,0.756097561,500.0379612,499,0.479612,500,0.1535734,499,0.7446475,496,0.1555283,500,0.1969418,499,0.7402211,499,0.8619317,10,1,5,8,2,6,10,1,476.0590906
497.145289,1,1494387,26,25,26,10,497.145321,-0.1,0.384615385,1,14,0.428571429,498.1525971,497,0.596353,498,0.2677734,497,0.8603893,494,0.2848026,498,0.3109782,497,0.8559795,497,0.9772312,10,5,4,7,6,4,6,1,476.0743467
493.098674,1,2245270,22,21,22,13,493.098764,-0.2,0.590909091,1,12,0.35483871,494.1060408,493,0.554315,494,0.2202815,493,0.8162067,490,0.2696649,494,0.2631354,493,0.8118327,493,0.9320995,7,3,5,6,9,4,8,1,476.0954761
483.020544,1,2337299,22,11,12,13,483.020514,0.1,0.590909091,0.545454545,17,0.677419355,484.0277905,483,0.487318,484,0.139701,483,0.7438681,480,0.2696649,484,0.1816808,483,0.7395833,483,0.857397,9,5,4,6,8,4,6,1,476.1107322
475.124522,1,1306378,23,23,24,11,475.124585,-0.1,0.47826087,1.043478261,12,0.371428571,476.1318616,475,0.600206,476,0.2419466,475,0.8525708,472,0.4350422,476,0.2832416,475,0.848356,475,0.9642478,8,3,6,6,7,5,7,1,476.1318616
471.108522,1,4979967,27,19,20,8,471.108541,0,0.296296296,0.740740741,18,0.608695652,472.1158176,471,0.588646,472,0.224974,471,0.8388826,468,0.4501799,472,0.2659207,471,0.8347033,471,0.9496176,6,6,4,5,11,3,7,1,476.1471177
471.020375,1,2216687,21,11,12,13,471.020514,-0.3,0.619047619,0.571428571,16,0.655172414,472.0277905,471,0.500717,472,0.1369265,471,0.7509071,468,0.3628362,472,0.1778656,471,0.7467285,471,0.8616214,9,5,3,5,9,4,7,1,478.0172258
469.092854,1,3164030,27,17,18,8,469.092891,-0.1,0.296296296,0.666666667,19,0.652173913,470.1001676,469,0.575247,470,0.2088579,469,0.8244149,466,0.4501799,470,0.2496298,469,0.8202534,469,0.9346771,5,6,5,5,10,4,7,1,478.0324819
465.067487,1,3432586,20,17,18,13,465.067464,0,0.65,0.9,12,0.407407407,466.0747407,465,0.554315,466,0.1825003,465,0.8013492,462,0.4560076,466,0.2229231,465,0.7972234,465,0.9106673,7,4,6,5,9,4,7,1,478.0383552
461.108859,1,4271549,22,21,22,11,461.108935,-0.2,0.5,1,12,0.393939394,462.1162115,461,0.600206,462,0.223056,461,0.8451421,458,0.5282136,462,0.2631354,461,0.8410513,461,0.9535317,8,5,3,6,9,4,7,1,478.0536113
457.092883,1,7612166,26,17,18,8,457.092891,0,0.307692308,0.692307692,18,0.636363636,458.1001676,457,0.588646,458,0.2060835,457,0.8314539,454,0.5433512,458,0.2458146,457,0.8273986,457,0.9389015,6,5,5,5,9,4,8,1,478.0747407
455.077295,1,3095992,26,15,16,8,455.077241,0.1,0.307692308,0.615384615,19,0.681818182,456.0845175,455,0.575247,456,0.1899674,455,0.8169861,452,0.5433512,456,0.2295237,455,0.8129487,455,0.923961,5,4,6,5,9,5,8,1,478.0899968
451.08814,1,2473280,20,19,20,12,451.0882,-0.1,0.6,1,11,0.357142857,452.0954761,451,0.59066,452,0.2000037,451,0.8302847,448,0.5852819,452,0.239214,451,0.8262826,451,0.9363239,6,4,6,6,9,4,7,1,478.1111262
443.04086,1,2358454,24,11,12,9,443.040856,0,0.375,0.5,19,0.743589744,444.048132,443,0.552301,444,0.150799,443,0.787661,440,0.6004195,444,0.1893113,443,0.7837301,443,0.8918127,8,2,7,6,6,5,8,1,478.1263823
441.061775,1,1842605,25,13,14,8,441.061591,0.4,0.32,0.56,19,0.714285714,442.0688674,441,0.575247,442,0.1710768,441,0.8095574,438,0.6365225,442,0.2094175,441,0.8056441,441,0.9132449,5,3,6,7,8,4,9,1,480.0328758
437.015082,1,2671526,21,9,10,11,437.015035,0.1,0.523809524,0.476190476,17,0.741935484,438.0223112,437,0.533209,438,0.1235849,437,0.7653748,434,0.6213849,438,0.1615747,437,0.7614973,437,0.8681131,10,3,4,7,5,5,8,1,480.048132
429.009995,1,1399543,19,9,10,12,429.009949,0.1,0.631578947,0.526315789,15,0.692307692,430.0172258,429,0.537062,430,0.1166487,429,0.7649851,426,0.6784532,430,0.1539442,429,0.7611784,429,0.8658458,10,4,5,5,7,5,6,1,480.0540052
417.02529,1,1400090,22,9,10,9,417.025205,0.2,0.409090909,0.454545455,18,0.771428571,418.0324819,417,0.565701,418,0.1291339,417,0.7872712,414,0.7867622,418,0.1653899,417,0.7835707,417,0.885321,9,1,6,7,4,6,9,1,480.0692614
415.046096,1,1942620,23,11,12,8,415.045941,0.4,0.347826087,0.52173913,18,0.736842105,416.0532174,415,0.588646,416,0.1494117,415,0.8091677,412,0.8228652,416,0.1854961,415,0.8054847,415,0.9067532,6,3,6,8,6,5,8,1,480.0903907
413.06675,1,1047969,24,13,14,7,413.066676,0.2,0.291666667,0.583333333,18,0.707317073,414.0739528,413,0.611592,414,0.1696895,413,0.8310641,410,0.8589682,414,0.2056023,413,0.8273986,413,0.9281854,5,4,5,6,9,4,9,1,480.0997736
410.999283,1,969441,19,7,8,11,410.999385,-0.2,0.578947368,0.421052632,16,0.777777778,412.0066611,411,0.546608,412,0.1019199,411,0.7649851,408,0.8077275,412,0.1376533,411,0.7613379,411,0.8616214,11,3,5,7,4,5,7,1,480.1056469
407.113648,1,9451393,23,19,20,7,407.113627,0.1,0.304347826,0.869565217,14,0.538461538,408.120903,407,0.665189,408,0.2152633,407,0.8815063,404,0.9521395,408,0.2506598,407,0.8778935,407,0.9772312,8,6,4,5,9,4,6,1,480.1267762
401.066732,1,3926380,23,13,14,7,401.066676,0.1,0.304347826,0.608695652,17,0.692307692,402.0739528,401,0.624991,402,0.1669151,401,0.8381031,398,0.9521395,402,0.201787,401,0.8345438,401,0.9324098,6,4,5,5,10,4,8,1,480.1420324
395.004353,1,1917025,19,7,8,10,395.00447,-0.3,0.526315789,0.421052632,16,0.785714286,396.0117465,395,0.569554,396,0.1033071,395,0.7794528,392,0.9370018,396,0.1376533,395,0.7759472,395,0.8723375,10,2,6,7,4,6,7,1,482.0273965
389.030351,1,1899616,21,9,10,8,389.030291,0.2,0.380952381,0.476190476,17,0.764705882,390.0375673,389,0.602046,390,0.1277467,389,0.8087779,387,0.0092078,390,0.1615747,389,0.8053252,389,0.9002615,8,2,6,7,5,5,9,1,482.0332698
389.01506,1,4331871,17,9,10,11,389.015035,0.1,0.647058824,0.588235294,13,0.652173913,390.0223112,389,0.586806,390,0.112487,389,0.7935308,386,0.9940701,390,0.1463137,389,0.7900782,389,0.8850107,10,4,4,6,8,4,6,1,482.0485259
377.087848,1,8549705,18,17,18,9,377.087806,0.1,0.5,1,10,0.407407407,378.0950822,377,0.672896,378,0.1825003,377,0.8732981,375,0.1594474,378,0.2152926,377,0.8699511,377,0.9619805,8,4,5,7,8,4,6,1,482.063782
371.113621,1,10177325,20,19,20,7,371.113627,0,0.35,1,11,0.454545455,372.120903,371,0.705387,372,0.2069399,371,0.9026233,369,0.2316534,372,0.239214,371,0.8993291,371,0.9899044,8,6,4,7,9,3,5,1,482.0696553
363.087404,1,21172295,21,15,16,6,363.087412,0,0.285714286,0.761904762,14,0.611111111,364.0946882,363,0.688135,364,0.1788694,363,0.8811165,361,0.2677564,364,0.2104474,363,0.8778935,363,0.9665151,7,5,5,5,9,4,7,1,482.0849114
353.103072,1,14814355,20,17,18,6,353.103062,0,0.3,0.9,12,0.529411765,354.1103383,353,0.714933,354,0.192211,353,0.9026233,351,0.3609278,354,0.2229231,353,0.8994886,353,0.98568,9,6,4,6,9,3,5,1,482.1001676
349.05655,1,13026058,16,13,14,9,349.056506,0.1,0.5625,0.875,10,0.47826087,350.063782,349,0.672896,350,0.1447192,349,0.8584406,347,0.3457901,350,0.1750803,349,0.8553418,349,0.9405483,8,5,4,6,8,5,6,1,482.1060408
345.025216,1,14227839,16,9,10,9,345.025205,0,0.5625,0.625,12,0.652173913,346.0324819,345,0.646097,346,0.112487,345,0.8295052,343,0.3457901,346,0.1424985,345,0.826442,345,0.9106673,8,4,5,6,7,5,7,1,482.1212969
335.056101,1,5067162,19,11,12,6,335.056112,0,0.315789474,0.631578947,14,0.6875,336.0633881,335,0.688135,336,0.1410883,335,0.8662591,333,0.4540991,336,0.1702351,335,0.8632842,335,0.9450829,7,4,5,6,9,4,7,1,482.1576824
333.061598,1,19018959,16,13,14,8,333.061591,0,0.5,0.875,10,0.5,334.0688674,333,0.695841,334,0.1461064,333,0.8729083,331,0.4750644,334,0.1750803,333,0.8699511,333,0.9512644,8,5,4,7,8,4,6,1,484.0277905
333.040452,1,1135565,19,9,10,6,333.040462,0,0.315789474,0.526315789,15,0.75,334.0477381,333,0.674735,334,0.1249722,333,0.8517914,331,0.4540991,334,0.1539442,333,0.8488343,333,0.9301424,6,4,6,6,7,5,8,1,484.0430466
331.045928,1,52306945,16,11,12,8,331.045941,0,0.5,0.75,11,0.583333333,332.0532174,331,0.682442,332,0.1299903,331,0.8584406,329,0.4750644,332,0.1587894,331,0.8555012,331,0.9363239,9,3,4,7,8,4,7,1,484.0489198
325.035409,1,11520405,17,9,10,7,325.035376,0.1,0.411764706,0.588235294,13,0.703703704,326.0426527,325,0.678589,326,0.118036,325,0.8514016,323,0.5111674,326,0.1463137,325,0.8485154,325,0.9278751,7,4,5,5,8,5,8,1,484.064176
773.135748,1,1837584,38,29,30,18,773.135938,-0.2,0.473684211,0.789473684,24,0.517241379,774.1432142,773,0.278795,774,0.3222014,773,0.6891151,768,0.1325523,774,0.389343,773,0.6822621,773,0.8706907,7,5,4,5,6,5,9,1,484.0794321
761.136296,1,1889232,37,29,30,18,761.135938,0.5,0.486486486,0.810810811,23,0.5,762.1432142,761,0.292194,762,0.3194269,761,0.6961541,756,0.2257236,762,0.3855278,761,0.6894073,761,0.8749151,7,4,5,5,8,4,8,1,484.0853053
757.141092,1,2582276,38,29,30,17,757.141023,0.1,0.447368421,0.789473684,24,0.525423729,758.1482995,757,0.30174,758,0.3235887,757,0.7035828,752,0.2618266,758,0.389343,757,0.6968714,757,0.8814068,8,4,4,5,6,5,9,1,484.1005615
729.146395,1,2354178,37,29,30,16,729.146108,0.4,0.432432432,0.810810811,23,0.517241379,730.1533849,729,0.338085,730,0.3222014,729,0.7250895,724,0.4842722,730,0.3855278,729,0.718626,729,0.8963473,8,5,4,5,8,4,7,1,484.1158176
725.135801,1,1188059,34,29,30,18,725.135938,-0.2,0.529411765,0.882352941,20,0.44,726.1432142,725,0.332392,726,0.3111035,725,0.717271,720,0.5052376,726,0.374082,725,0.710843,725,0.8875883,5,3,7,5,7,5,9,1,484.136947
719.089313,1,2315146,34,23,24,18,719.088988,0.5,0.529411765,0.705882353,23,0.56,720.096264,719,0.292194,720,0.2627552,719,0.6738679,714,0.5052376,720,0.3252093,719,0.6674934,719,0.8427668,7,5,5,5,9,3,7,1,486.0223112
711.099223,1,3492982,36,23,24,16,711.099158,0.1,0.444444444,0.666666667,25,0.607142857,712.1064347,711,0.311287,712,0.2710787,711,0.6887253,706,0.5774436,712,0.3328398,711,0.6824216,711,0.8557503,8,4,4,6,6,4,9,1,486.0434405
701.151452,1,2831346,36,29,30,15,701.151194,0.4,0.416666667,0.833333333,22,0.50877193,702.1584703,701,0.37443,702,0.3208142,701,0.7465962,696,0.7067179,702,0.3817125,701,0.7403805,701,0.9112878,9,4,4,6,7,4,7,1,486.0586967
697.083583,1,2567151,35,21,22,16,697.083508,0.1,0.457142857,0.628571429,25,0.62962963,698.0907847,697,0.311287,698,0.2521881,697,0.6812966,692,0.6706149,698,0.3127336,697,0.6751169,697,0.8450342,8,4,5,6,7,4,7,1,486.0645699
677.078407,1,2726062,32,21,22,17,677.078423,0,0.53125,0.6875,22,0.574468085,678.0856993,677,0.328539,678,0.2424774,677,0.6879459,672,0.8208545,678,0.3012879,677,0.6819433,677,0.8469912,7,7,4,4,9,3,7,1,486.079826
671.067872,1,2058474,33,19,20,16,671.067858,0,0.484848485,0.606060606,24,0.64,672.0751346,671,0.324686,672,0.230523,671,0.6809069,666,0.8569575,672,0.2888122,671,0.6749575,671,0.8385424,8,5,4,7,6,5,6,1,486.0950822
661.156518,1,1547534,34,29,30,14,661.156279,0.4,0.411764706,0.882352941,20,0.481481481,662.1635557,661,0.424174,662,0.3166525,661,0.7751419,657,0.0223348,662,0.374082,661,0.7692802,661,0.9304527,9,4,3,6,7,5,7,1,486.1314677
655.145693,1,3684612,35,27,28,13,655.145715,0,0.371428571,0.8,22,0.543859649,656.152991,655,0.420321,656,0.3046981,655,0.7681029,651,0.0584378,656,0.3616064,655,0.7622945,655,0.9220039,9,6,4,5,8,4,5,1,486.1525971
645.052139,1,1580763,31,17,18,16,645.052208,-0.1,0.516129032,0.580645161,23,0.652173913,646.0594845,645,0.338085,646,0.2088579,645,0.6805171,641,0.0433001,646,0.2648908,645,0.674798,645,0.8320507,8,6,4,6,7,4,6,1,488.0227051
643.094281,1,1709779,29,23,24,17,643.094073,0.3,0.586206897,0.827586207,18,0.463414634,644.1013493,643,0.382137,644,0.25027,643,0.7235306,639,0.1003685,644,0.3061331,643,0.7178288,643,0.8746049,5,5,6,5,9,3,8,1,488.0379612
641.078591,1,2226892,29,21,22,17,641.078423,0.3,0.586206897,0.75862069,19,0.512195122,642.0856993,641,0.368737,642,0.2341539,641,0.7090629,637,0.1003685,642,0.2898421,641,0.7033789,641,0.8596644,5,6,4,5,10,4,7,1,488.0590906
623.119607,1,2979057,34,23,24,12,623.1195,0.2,0.352941176,0.705882353,23,0.607142857,624.1267762,623,0.429867,624,0.2710787,623,0.7606742,619,0.2808835,624,0.3252093,623,0.7551492,623,0.9070634,7,4,6,4,9,4,7,1,488.0684735
621.052185,1,2144008,29,17,18,16,621.052208,0,0.551724138,0.620689655,21,0.619047619,622.0594845,621,0.364884,622,0.203309,621,0.6945951,617,0.2296428,622,0.2572603,621,0.6890885,621,0.8404995,8,6,3,5,9,4,6,1,488.0743467
619.093886,1,1100835,27,23,24,17,619.094073,-0.3,0.62962963,0.888888889,16,0.405405405,620.1013493,619,0.408935,620,0.2447211,619,0.7376086,615,0.2867111,620,0.2985026,619,0.7321192,619,0.8830536,2,5,7,4,10,4,9,1,488.0954761
579.093277,1,2083570,32,19,20,11,579.093285,0,0.34375,0.625,23,0.660377358,580.1005615,579,0.452813,580,0.2346847,579,0.7602845,575,0.5965004,580,0.284997,579,0.7551492,579,0.8963473,5,4,5,7,9,4,7,1,488.1107322
577.083068,1,1168014,25,21,22,16,577.083508,-0.8,0.64,0.88,15,0.411764706,578.0907847,577,0.44528,578,0.2244432,577,0.7516865,573,0.6023280,578,0.2745812,577,0.7465691,577,0.887278,5,5,6,4,10,3,8,1,488.1318616
575.156199,1,1851939,31,27,28,11,575.155885,0.5,0.35483871,0.903225806,18,0.490196078,576.1631617,575,0.51981,576,0.2963746,575,0.8251943,571,0.6896717,576,0.3463454,575,0.820094,575,0.9603337,10,5,3,6,7,4,6,1,488.1471177
573.052434,1,1947846,25,17,18,16,573.052208,0.4,0.64,0.72,17,0.529411765,574.0594845,573,0.418481,574,0.192211,573,0.7227511,569,0.6023280,574,0.2419993,573,0.7176694,573,0.857397,7,6,5,4,10,3,6,1,490.0324819
549.088626,1,2106474,24,21,22,15,549.088594,0.1,0.625,0.916666667,14,0.393939394,550.09587,549,0.481625,550,0.223056,549,0.7731933,545,0.8247737,550,0.2707659,549,0.7683236,549,0.9022185,4,5,6,5,9,4,8,1,490.0383552
545.129787,1,1239764,26,25,26,13,545.130064,-0.5,0.5,1,14,0.384615385,546.1373409,545,0.527516,546,0.2636116,545,0.8169861,541,0.8969797,546,0.3109782,545,0.8121516,545,0.9450829,8,2,6,7,6,5,7,1,490.0536113
527.134748,1,2726789,30,23,24,9,527.134756,0,0.3,0.8,19,0.568627451,528.1420324,527,0.552301,528,0.2641424,527,0.8322333,524,0.0413917,528,0.3099483,527,0.8275581,527,0.9561093,8,6,4,6,10,3,4,1,490.0747407
521.093694,1,2306984,23,21,22,14,521.093679,0,0.608695652,0.956521739,13,0.375,522.1009554,521,0.51797,522,0.2216688,521,0.7947,518,0.0472193,522,0.2669507,521,0.7900782,521,0.917159,6,4,6,5,8,4,8,1,490.0899968
519.020391,1,1395675,25,11,12,13,519.020514,-0.2,0.52,0.48,20,0.72972973,520.0277905,519,0.44712,520,0.1480245,519,0.7227511,515,0.9901510,520,0.1931266,519,0.7181477,519,0.8447239,10,4,5,7,4,5,6,1,490.1111262
517.135211,1,1284878,25,25,26,12,517.13515,0.1,0.48,1.04,13,0.368421053,518.1424263,517,0.563861,518,0.2622244,517,0.8384929,514,0.1194253,518,0.307163,517,0.8339061,517,0.9600234,9,3,6,8,4,3,8,1,490.1263823
515.025744,1,1136919,26,11,12,12,515.025599,0.3,0.461538462,0.461538462,21,0.75,516.0328758,515,0.456666,516,0.1521862,515,0.7301798,512,0.0262540,516,0.1969418,515,0.7256118,515,0.8512156,10,2,5,8,2,6,8,1,490.1475117
501.139911,1,986788,25,25,26,11,501.140235,-0.6,0.44,1.04,13,0.384615385,502.1475117,501,0.586806,502,0.2636116,501,0.8529606,498,0.2486996,502,0.307163,501,0.8485154,501,0.9707395,10,2,5,8,4,5,7,1,490.1627678
493.0625,1,4237712,21,17,18,14,493.062379,0.2,0.666666667,0.857142857,13,0.428571429,494.0696553,493,0.51797,494,0.1838876,493,0.7798425,490,0.2335619,494,0.2267383,493,0.7754689,493,0.8957268,6,5,5,5,9,3,8,1,492.0328758
491.119039,1,1170214,23,23,24,12,491.1195,-0.9,0.52173913,1.043478261,12,0.352941176,492.1267762,491,0.57726,492,0.2405593,491,0.8381031,488,0.3057679,492,0.2832416,491,0.8337467,491,0.9535317,8,2,5,7,7,5,7,1,492.0540052
485.124092,1,2689452,28,21,22,8,485.124191,-0.2,0.285714286,0.785714286,18,0.583333333,486.1314677,485,0.588646,486,0.2438646,485,0.8463113,482,0.3570086,486,0.2860269,485,0.8420079,485,0.9603337,6,6,4,5,11,3,6,1,492.0692614
475.139878,1,2465293,27,23,24,8,475.139841,0.1,0.296296296,0.888888889,16,0.52173913,476.1471177,475,0.615445,476,0.2572062,475,0.867818,472,0.4501799,476,0.2985026,475,0.863603,475,0.9794986,9,6,3,5,10,3,5,1,492.0903907
469.150494,1,910473,25,25,26,9,469.150406,0.2,0.36,1.04,13,0.414634146,470.1576824,469,0.632698,470,0.2663861,469,0.881896,466,0.5072482,470,0.307163,469,0.877734,469,0.9921717,10,6,4,8,4,5,4,1,492.0997736
467.077181,1,1361409,27,15,16,8,467.077241,-0.1,0.296296296,0.592592593,20,0.695652174,468.0845175,467,0.561847,468,0.1927419,467,0.8099471,464,0.4501799,468,0.2333389,467,0.8058035,467,0.9197366,4,4,6,5,9,4,9,1,492.1056469
451.05185,1,2578235,19,15,16,13,451.051814,0.1,0.684210526,0.842105263,12,0.44,452.0590906,451,0.554315,452,0.1636098,451,0.7939205,448,0.5491789,452,0.2028169,451,0.7899187,451,0.8999512,7,5,5,4,10,3,7,1,492.1267762
449.036218,1,3305995,19,13,14,13,449.036164,0.1,0.684210526,0.736842105,13,0.52,450.0434405,449,0.540915,450,0.1474937,449,0.7794528,446,0.5491789,450,0.186526,449,0.7754689,449,0.8850107,7,5,6,4,10,3,6,1,492.1420324
441.009924,1,1771942,20,9,10,12,441.009949,-0.1,0.6,0.5,16,0.714285714,442.0172258,441,0.523663,442,0.1194232,441,0.7579461,438,0.5852819,442,0.1577594,441,0.7540332,441,0.8616214,10,4,3,6,6,5,7,1,494.0273965
437.072582,1,3308461,19,17,18,12,437.07255,0.1,0.631578947,0.947368421,11,0.384615385,438.079826,437,0.59066,438,0.1811131,437,0.8228559,434,0.6784532,438,0.2191079,437,0.8189779,437,0.9256078,6,5,5,5,9,4,7,1,494.0332698
433.129265,1,2614223,25,21,22,7,433.129277,0,0.28,0.88,15,0.534883721,434.1365531,433,0.65179,434,0.2369284,433,0.881896,430,0.7657969,434,0.2745812,433,0.8780529,433,0.9837229,8,6,4,4,10,3,6,1,494.0485259
429.097965,1,4192257,25,17,18,7,429.097976,0,0.28,0.72,17,0.627906977,430.1052529,429,0.624991,430,0.2046962,429,0.8529606,426,0.7657969,430,0.2419993,429,0.8491532,429,0.953842,6,5,5,4,10,4,7,1,494.0696553
427.08231,1,2238499,25,15,16,7,427.082326,0,0.28,0.64,18,0.674418605,428.0896029,427,0.611592,428,0.1885801,427,0.8384929,424,0.7657969,428,0.2257084,427,0.8347033,427,0.9389015,5,5,6,4,10,3,8,1,494.0849114
423.056943,1,3405175,18,15,16,12,423.0569,0.1,0.666666667,0.888888889,11,0.416666667,424.064176,423,0.59066,424,0.1622225,423,0.8154272,420,0.7716245,424,0.1990017,423,0.8116733,423,0.9148917,6,5,5,5,9,4,7,1,494.1001676
