m/z,stddev,PeakHeight,C,H,Neutral H,O,m/z2,stddev2,O/C,H/C,DBE,AI mod,Neutral Mass,KM(CH2),KMD(CH2),KM(COO),KMD(COO),KM(H2O),KMD(H2O),KM(H2),KMD(H2),KM(O),KMD(O),KM(C2H4O),KMD(C2H4O),KM(OCH2),KMD(OCH2),KMD(CH2),KMD(COO),KMD(H2O),KMD(H2),KMD(O),KMD(C2H4O),KMD(OCH2),see comment,Neutral Mass
555.077969,1,11101039,26,19,20,14,555.078029,-0.1,0.538461538,0.769230769,17,0.526315789,556.0853053,555,0.464372,556,0.2138761,555,0.7591153,551,0.7677053,556,0.2621055,555,0.7541926,555,0.8895453,9,6,6,6,11,5,9,1,306.0011818
553.098819,1,17171405,27,21,22,13,553.098764,0.1,0.481481481,0.814814815,17,0.512195122,554.1060408,553,0.487318,554,0.2341539,553,0.7810117,549,0.8038083,554,0.2822117,553,0.7761066,553,0.9109776,9,6,5,7,11,5,9,1,306.0375673
551.119433,1,16151585,28,23,24,12,551.1195,-0.1,0.428571429,0.857142857,17,0.5,552.1267762,551,0.510264,552,0.2544318,551,0.8029082,547,0.8399113,552,0.3023178,551,0.7980206,551,0.9324098,10,6,5,8,10,5,8,1,306.0739528
543.093272,1,20628724,29,19,20,11,543.093285,0,0.379310345,0.689655172,20,0.617021277,544.1005615,543,0.493011,544,0.2263613,543,0.7814014,539,0.8760143,544,0.2735512,543,0.7765849,543,0.9090205,9,6,7,7,10,5,8,1,306.1103383
541.077638,1,8185093,29,17,18,11,541.077635,0,0.379310345,0.620689655,21,0.659574468,542.0849114,541,0.479612,542,0.2102452,541,0.7669337,537,0.8760143,542,0.2572603,541,0.762135,541,0.89408,10,4,7,7,9,6,9,1,308.0168319
537.067489,1,21296373,26,17,18,13,537.067464,0,0.5,0.692307692,18,0.58974359,538.0747407,537,0.473919,538,0.1991473,537,0.7591153,533,0.8969797,538,0.2458146,537,0.7543521,537,0.885321,10,7,6,7,9,4,9,1,308.0532174
535.124555,1,18339027,28,23,24,11,535.124585,-0.1,0.392857143,0.857142857,17,0.511111111,536.1318616,535,0.533209,536,0.255819,535,0.8173759,531,0.9691857,536,0.3023178,535,0.8126299,535,0.9431259,10,6,5,8,10,5,8,1,308.0684735
533.072495,1,26330268,27,17,18,12,533.07255,-0.1,0.444444444,0.666666667,19,0.619047619,534.079826,533,0.483465,534,0.203309,533,0.766544,529,0.9330827,534,0.2496298,533,0.7618162,533,0.8918127,9,6,7,7,10,5,8,1,308.0896029
529.06241,1,8457204,24,17,18,14,529.062379,0.1,0.583333333,0.75,16,0.529411765,530.0696553,529,0.477772,530,0.192211,529,0.7587255,525,0.9540480,530,0.2381841,529,0.7540332,529,0.8830536,9,6,5,7,11,5,9,1,310.0324819
527.061929,1,6077313,28,15,16,11,527.061985,-0.1,0.392857143,0.571428571,21,0.688888889,528.0692614,527,0.479612,528,0.1913546,527,0.759505,523,0.9691857,528,0.2371542,527,0.7548304,527,0.8833639,10,4,7,8,7,5,11,1,310.0477381
523.051763,1,13582935,25,15,16,13,523.051814,-0.1,0.52,0.64,18,0.621621622,524.0590906,523,0.473919,524,0.1802567,523,0.7516865,519,0.9901510,524,0.2257084,523,0.7470474,523,0.8746049,10,6,6,7,10,5,8,1,310.0688674
519.129613,1,17481958,28,23,24,10,519.129671,-0.1,0.357142857,0.857142857,17,0.52173913,520.136947,519,0.556155,520,0.2572062,519,0.8318436,516,0.0984600,520,0.3023178,519,0.8272392,519,0.953842,11,6,5,8,10,5,7,1,310.0841236
517.113981,1,27967500,28,21,22,10,517.11402,-0.1,0.357142857,0.785714286,18,0.565217391,518.1212969,517,0.542755,518,0.2410901,517,0.8173759,514,0.0984600,518,0.2860269,517,0.8127893,517,0.9389015,9,6,5,8,11,5,8,1,310.1052529
515.083094,1,10696478,24,19,20,13,515.083114,0,0.541666667,0.833333333,15,0.485714286,516.0903907,515,0.514117,516,0.2097144,515,0.787661,512,0.0833223,516,0.254475,515,0.7830924,515,0.9087102,8,5,7,7,10,5,10,1,310.1205091
511.051811,1,12254485,24,15,16,13,511.051814,0,0.541666667,0.666666667,17,0.6,512.0590906,511,0.487318,512,0.1774822,511,0.7587255,508,0.0833223,512,0.2218932,511,0.7541926,511,0.8788292,9,6,5,7,11,5,9,1,312.0117465
501.082728,1,19781403,27,17,18,10,501.08272,0,0.37037037,0.666666667,19,0.636363636,502.0899968,501,0.529356,502,0.2060835,501,0.7954794,498,0.1916313,502,0.2496298,501,0.7910348,501,0.9132449,9,5,6,8,10,5,9,1,312.0270026
499.088166,1,16270791,24,19,20,12,499.0882,-0.1,0.5,0.833333333,15,0.5,500.0954761,499,0.537062,500,0.2111016,499,0.8021287,496,0.2125966,500,0.254475,499,0.7977017,499,0.9194263,10,6,7,7,10,5,7,1,312.048132
497.072545,1,25572454,24,17,18,12,497.07255,0,0.5,0.75,16,0.555555556,498.079826,497,0.523663,498,0.1949855,497,0.787661,494,0.2125966,498,0.2381841,497,0.7832518,497,0.9044858,10,4,7,7,11,5,8,1,312.0633881
493.114005,1,25104793,26,21,22,10,493.11402,0,0.384615385,0.846153846,16,0.523809524,494.1212969,493,0.569554,494,0.2355412,493,0.8314539,490,0.2848026,494,0.2783964,493,0.8270798,493,0.9473503,10,7,5,7,10,5,8,1,312.0845175
477.046337,1,15062402,24,13,14,11,477.046335,0,0.458333333,0.583333333,18,0.675675676,478.0536113,477,0.51981,478,0.1641406,477,0.7731933,474,0.3418709,478,0.2056023,477,0.7689614,477,0.885321,10,6,6,6,9,6,9,1,312.0997736
465.046322,1,17382534,23,13,14,11,465.046335,0,0.47826087,0.608695652,17,0.657142857,466.0536113,465,0.533209,466,0.1613661,465,0.7802322,462,0.4350422,466,0.201787,465,0.7761066,465,0.8895453,10,6,6,6,10,5,9,1,314.0062672
461.087811,1,27974073,25,17,18,9,461.087806,0,0.36,0.72,17,0.609756098,462.0950822,461,0.5791,462,0.2019217,461,0.8240251,458,0.5072482,462,0.2419993,461,0.8199345,461,0.9324098,10,7,5,8,10,4,8,1,314.0273965
461.051468,1,14215603,24,13,14,10,461.05142,0.1,0.416666667,0.583333333,18,0.684210526,462.0586967,461,0.542755,462,0.1655278,461,0.787661,458,0.4711452,462,0.2056023,461,0.7835707,461,0.8960371,9,5,7,7,9,6,9,1,314.063782
453.046366,1,21480562,22,13,14,11,453.046335,0.1,0.5,0.636363636,16,0.636363636,454.0536113,453,0.546608,454,0.1585916,453,0.7872712,450,0.5282136,454,0.1979718,453,0.7832518,453,0.8937697,11,6,6,6,9,5,9,1,314.0790382
449.051436,1,21746189,23,13,14,10,449.05142,0,0.434782609,0.608695652,17,0.666666667,450.0586967,449,0.556155,450,0.1627533,449,0.7947,446,0.5643166,450,0.201787,449,0.7907159,449,0.9002615,11,5,6,6,10,5,9,1,314.1154237
447.108535,1,15995120,25,19,20,8,447.108541,0,0.32,0.8,16,0.571428571,448.1158176,447,0.615445,448,0.2194251,447,0.8529606,444,0.6365225,448,0.2582902,447,0.8489937,447,0.9580664,9,7,5,7,12,5,7,1,316.0219172
439.030681,1,10276005,21,11,12,11,439.030685,0,0.523809524,0.571428571,16,0.677419355,440.0379612,439,0.546608,440,0.139701,439,0.7798425,436,0.6213849,440,0.1778656,439,0.7759472,439,0.8830536,11,5,5,7,9,6,9,1,316.0430466
433.056472,1,25909703,23,13,14,9,433.056506,-0.1,0.391304348,0.608695652,17,0.675675676,434.063782,433,0.5791,434,0.1641406,433,0.8091677,430,0.6935909,434,0.201787,433,0.8053252,433,0.9109776,10,6,6,6,10,5,9,1,316.0583027
431.061999,1,18401503,20,15,16,11,431.061985,0,0.55,0.8,13,0.517241379,432.0692614,431,0.586806,432,0.1691587,431,0.8158169,428,0.7145562,432,0.2066322,431,0.8119921,431,0.917159,10,6,6,7,10,5,8,1,316.0794321
369.061616,1,93262449,19,13,14,8,369.061591,0.1,0.421052632,0.736842105,13,0.6,370.0688674,369,0.655643,370,0.1544299,369,0.8517914,367,0.1955504,370,0.186526,369,0.8485154,369,0.9385912,11,6,6,7,10,5,7,1,316.0946882
707.12565,1,2386473,34,27,28,17,707.125373,0.4,0.5,0.823529412,21,0.490196078,708.1326495,707,0.341938,708,0.2963746,707,0.717271,702,0.6345119,708,0.3577911,707,0.7110024,707,0.8833639,8,5,7,6,10,4,11,1,318.0011818
677.114921,1,4537517,33,25,26,16,677.114808,0.2,0.484848485,0.787878788,21,0.52,678.1220848,677,0.364884,678,0.2788713,677,0.72431,672,0.8569575,678,0.337685,677,0.7183071,677,0.8833639,8,6,5,7,9,5,11,1,318.0375673
657.0886,1,5907721,33,21,22,15,657.088594,0,0.454545455,0.666666667,23,0.607843137,658.09587,657,0.361031,658,0.2480263,657,0.7098423,652,0.9862318,658,0.3051031,657,0.7040167,657,0.864199,9,6,7,7,9,4,9,1,318.0586967
645.08855,1,6442203,32,21,22,15,645.088594,-0.1,0.46875,0.6875,22,0.591836735,646.09587,645,0.37443,646,0.2452519,645,0.7168813,641,0.0794031,646,0.3012879,645,0.7111619,645,0.8684234,9,7,7,7,9,5,7,1,318.0739528
639.099304,1,4172998,30,23,24,16,639.099158,0.2,0.533333333,0.8,19,0.5,640.1064347,639,0.391683,640,0.2544318,639,0.7309593,635,0.1364715,640,0.3099483,639,0.7252929,639,0.8810966,8,6,8,6,10,4,9,1,318.1103383
637.119902,1,5323969,31,25,26,15,637.119894,0,0.483870968,0.838709677,19,0.489361702,638.1271702,637,0.414628,638,0.2747096,637,0.7528557,633,0.1725745,638,0.3300545,637,0.7472068,637,0.9025288,9,5,6,7,10,5,9,1,320.0168319
637.083439,1,4848833,30,21,22,16,637.083508,-0.1,0.533333333,0.733333333,20,0.545454545,638.0907847,637,0.378283,638,0.2383157,637,0.7164916,633,0.1364715,638,0.2936574,637,0.710843,637,0.8661561,9,6,7,6,10,5,8,1,320.0532174
629.130123,1,6970568,33,25,26,13,629.130064,0.1,0.393939394,0.787878788,21,0.547169811,630.1373409,629,0.433721,630,0.283033,629,0.7677132,625,0.2447805,630,0.337685,629,0.762135,629,0.9155122,9,6,6,7,9,6,8,1,320.0684735
627.077963,1,5051602,32,19,20,14,627.078029,-0.1,0.4375,0.625,23,0.64,628.0853053,627,0.383976,628,0.230523,627,0.7168813,623,0.2086775,628,0.284997,627,0.7113213,627,0.864199,9,5,7,7,9,5,9,1,320.0896029
619.072947,1,6331683,30,19,20,15,619.072944,0,0.5,0.666666667,21,0.6,620.08022,619,0.38783,620,0.2235868,619,0.7164916,615,0.2657458,620,0.2773665,619,0.7110024,619,0.8619317,9,6,7,5,10,4,10,1,322.0324819
611.104279,1,5912011,29,23,24,15,611.104244,0.1,0.517241379,0.827586207,18,0.488372093,612.1115201,611,0.428028,612,0.2530445,611,0.752466,607,0.3589171,612,0.3061331,611,0.7470474,611,0.8960371,8,5,8,7,9,5,9,1,322.0477381
601.083548,1,2627387,27,21,22,16,601.083508,0.1,0.592592593,0.814814815,17,0.473684211,602.0907847,601,0.418481,602,0.2299922,601,0.7376086,597,0.4159854,602,0.2822117,601,0.7322787,601,0.8788292,7,7,7,6,11,4,9,1,322.0688674
599.119541,1,7827356,32,23,24,12,599.1195,0.1,0.375,0.75,21,0.576923077,600.1267762,599,0.456666,600,0.2655297,599,0.7747522,595,0.4672261,600,0.3175788,599,0.7694397,599,0.9155122,10,5,7,6,10,5,8,1,322.0841236
583.109217,1,7398333,28,23,24,14,583.109329,-0.2,0.5,0.857142857,17,0.476190476,584.1166055,583,0.464372,584,0.2516573,583,0.7739727,579,0.5813627,584,0.3023178,583,0.7688019,583,0.9109776,9,6,6,6,10,5,9,1,322.1052529
577.135156,1,7992714,30,25,26,12,577.13515,0,0.4,0.866666667,18,0.5,578.1424263,577,0.496864,578,0.2760968,577,0.8032979,573,0.6535687,578,0.3262392,577,0.79818,577,0.9389015,11,5,5,7,10,5,8,1,324.0117465
577.062393,1,9018767,28,17,18,14,577.062379,0,0.5,0.642857143,20,0.619047619,578.0696553,577,0.424174,578,0.203309,577,0.7305696,573,0.5813627,578,0.2534451,577,0.7254523,577,0.8661561,9,6,7,6,10,5,8,1,324.0270026
573.103841,1,19750594,30,21,22,12,573.10385,0,0.4,0.733333333,20,0.583333333,574.1111262,573,0.470065,574,0.2438646,573,0.7743625,569,0.6535687,574,0.2936574,573,0.7692802,573,0.9090205,10,6,5,7,10,5,8,1,324.048132
571.109408,1,5649242,27,23,24,14,571.109329,0.1,0.518518519,0.888888889,16,0.45,572.1166055,571,0.477772,572,0.2488828,571,0.7810117,567,0.6745340,572,0.2985026,571,0.7759472,571,0.9152019,9,5,5,7,10,6,9,1,324.0633881
567.11442,1,10537089,28,23,24,13,567.114414,0,0.464285714,0.857142857,17,0.488372093,568.1216909,567,0.487318,568,0.2530445,567,0.7884404,563,0.7106370,568,0.3023178,567,0.7834113,567,0.9216937,9,5,6,7,10,6,8,1,324.0845175
561.140189,1,7229974,30,25,26,11,561.140235,-0.1,0.366666667,0.866666667,18,0.510204082,562.1475117,561,0.51981,562,0.2774841,561,0.8177656,557,0.7828430,562,0.3262392,561,0.8127893,561,0.9496176,10,6,5,8,10,5,7,1,324.0997736
559.051768,1,5968534,28,15,16,13,559.051814,-0.1,0.464285714,0.571428571,21,0.674418605,560.0590906,559,0.433721,560,0.1885801,559,0.7305696,555,0.7106370,560,0.2371542,559,0.7256118,559,0.8619317,9,5,7,7,7,6,10,1,324.120903
557.093712,1,7877381,26,21,22,14,557.093679,0.1,0.538461538,0.846153846,16,0.473684211,558.1009554,557,0.477772,558,0.2299922,557,0.773583,553,0.7677053,558,0.2783964,557,0.7686425,557,0.9044858,9,7,6,6,10,5,8,1,326.0062672
547.051853,1,9075879,27,15,16,13,547.051814,0.1,0.481481481,0.592592593,20,0.658536585,548.0590906,547,0.44712,548,0.1858056,547,0.7376086,543,0.8038083,548,0.2333389,547,0.732757,547,0.8661561,10,5,7,7,9,5,8,1,326.0273965
543.056872,1,6872309,28,15,16,12,543.0569,-0.1,0.428571429,0.571428571,21,0.681818182,544.064176,543,0.456666,544,0.1899674,543,0.7450373,539,0.8399113,544,0.2371542,543,0.7402211,543,0.8726478,10,4,6,8,7,6,10,1,326.0426527
541.098771,1,13559045,26,21,22,13,541.098764,0,0.5,0.846153846,16,0.487179487,542.1060408,541,0.500717,542,0.2313794,541,0.7880507,537,0.8969797,542,0.2783964,541,0.7832518,541,0.9152019,9,5,6,7,10,5,9,1,326.063782
527.098362,1,12313475,29,19,20,10,527.09837,0,0.344827586,0.689655172,20,0.625,528.1056469,527,0.515956,528,0.2277485,527,0.7958692,524,0.0052887,528,0.2735512,527,0.7911942,527,0.9197366,9,5,6,8,10,4,9,1,326.0790382
523.124581,1,13095518,27,23,24,11,523.124585,0,0.407407407,0.888888889,16,0.488372093,524.1318616,523,0.546608,524,0.2530445,523,0.8244149,520,0.0623570,524,0.2985026,523,0.8197751,523,0.9473503,11,5,5,7,10,5,8,1,326.1001676
519.056877,1,17527006,26,15,16,12,519.0569,0,0.461538462,0.615384615,19,0.65,520.064176,519,0.483465,520,0.1844184,519,0.7591153,516,0.0262540,520,0.2295237,519,0.7545115,519,0.8810966,9,5,6,8,9,5,9,1,326.1154237
517.077597,1,28172296,27,17,18,11,517.077635,-0.1,0.407407407,0.666666667,19,0.627906977,518.0849114,517,0.50641,518,0.2046962,517,0.7810117,514,0.0623570,518,0.2496298,517,0.7764255,517,0.9025288,10,5,5,7,10,5,9,1,326.1940679
515.061966,1,11697948,27,15,16,11,515.061985,0,0.407407407,0.592592593,20,0.674418605,516.0692614,515,0.493011,516,0.1885801,515,0.766544,512,0.0623570,516,0.2333389,515,0.7619756,515,0.8875883,9,5,7,7,9,5,9,1,328.0219172
503.061943,1,19310690,26,15,16,11,503.061985,-0.1,0.423076923,0.615384615,19,0.658536585,504.0692614,503,0.50641,504,0.1858056,503,0.773583,500,0.1555283,504,0.2295237,503,0.7691208,503,0.8918127,10,5,6,8,9,5,8,1,328.0430466
499.051772,1,10307008,23,15,16,13,499.051814,-0.1,0.565217391,0.695652174,16,0.575757576,500.0590906,499,0.500717,500,0.1747077,499,0.7657645,496,0.1764936,500,0.2180779,499,0.7613379,499,0.8830536,9,5,5,7,11,5,9,1,328.0583027
489.046329,1,9762462,25,13,14,11,489.046335,0,0.44,0.56,19,0.692307692,490.0536113,489,0.50641,490,0.1669151,489,0.7661543,486,0.2486996,490,0.2094175,489,0.7618162,489,0.8810966,10,4,7,8,8,5,9,1,328.0794321
483.093262,1,28510753,24,19,20,11,483.093285,0,0.458333333,0.833333333,15,0.513513514,484.1005615,483,0.560008,484,0.2124889,483,0.8165964,480,0.3418709,484,0.254475,483,0.812311,483,0.9301424,11,6,6,6,10,4,8,1,328.0946882
481.041187,1,11702416,23,13,14,12,481.041249,-0.1,0.52173913,0.608695652,17,0.647058824,482.0485259,481,0.510264,482,0.1599789,481,0.7657645,478,0.3057679,482,0.201787,481,0.7614973,481,0.8788292,10,5,5,7,10,5,9,1,330.0011818
475.067086,1,23405567,25,15,16,10,475.06707,0,0.4,0.64,18,0.65,476.0743467,475,0.542755,476,0.1844184,475,0.7950897,472,0.3779739,476,0.2257084,475,0.7908753,475,0.9067532,9,5,6,8,10,5,8,1,330.0223112
471.056885,1,17576182,22,15,16,12,471.0569,0,0.545454545,0.727272727,15,0.5625,472.064176,471,0.537062,472,0.1733205,471,0.7872712,468,0.3989392,472,0.2142627,471,0.7830924,471,0.8979941,10,6,6,7,8,5,9,1,330.0375673
469.077581,1,45203323,23,17,18,11,469.077635,-0.1,0.47826087,0.782608696,15,0.542857143,470.0849114,469,0.560008,470,0.1935983,469,0.8091677,466,0.4350422,470,0.2343688,469,0.8050064,469,0.9194263,11,6,6,6,10,5,7,1,330.0586967
469.041207,1,11251572,22,13,14,12,469.041249,-0.1,0.545454545,0.636363636,16,0.625,470.0485259,469,0.523663,470,0.1572044,469,0.7728035,466,0.3989392,470,0.1979718,469,0.7686425,469,0.8830536,10,5,6,7,9,5,9,1,330.0739528
459.072151,1,15140952,25,15,16,9,459.072156,0,0.36,0.64,18,0.658536585,460.0794321,459,0.565701,460,0.1858056,459,0.8095574,456,0.5072482,460,0.2257084,459,0.8054847,459,0.9174693,9,5,6,8,10,5,8,1,330.1103383
447.072175,1,24576235,24,15,16,9,447.072156,0,0.375,0.666666667,17,0.641025641,448.0794321,447,0.5791,448,0.1830312,447,0.8165964,444,0.6004195,448,0.2218932,447,0.8126299,447,0.9216937,10,5,6,6,11,5,8,1,332.0168319
435.072125,1,52193976,23,15,16,9,435.072156,-0.1,0.391304348,0.695652174,16,0.621621622,436.0794321,435,0.592499,436,0.1802567,435,0.8236354,432,0.6935909,436,0.2180779,435,0.8197751,435,0.925918,10,6,4,6,11,5,9,1,332.0379612
425.051391,1,47146568,21,13,14,10,425.05142,-0.1,0.476190476,0.666666667,15,0.625,426.0586967,425,0.582953,426,0.1572044,425,0.8087779,422,0.7506592,426,0.1941565,425,0.8050064,425,0.9087102,9,5,6,6,10,5,10,1,332.0532174
421.056495,1,50054314,22,13,14,9,421.056506,0,0.409090909,0.636363636,16,0.657142857,422.063782,421,0.592499,422,0.1613661,421,0.8162067,418,0.7867622,422,0.1979718,421,0.8124704,421,0.9152019,10,6,5,7,9,5,9,1,332.0684735
415.067042,1,33145438,20,15,16,10,415.06707,-0.1,0.5,0.8,13,0.533333333,416.0743467,415,0.609752,416,0.170546,415,0.8302847,412,0.8438305,416,0.2066322,415,0.8266014,415,0.9278751,8,6,6,8,10,5,8,1,332.0743467
411.035774,1,32547045,20,11,12,10,411.03577,0,0.5,0.6,15,0.666666667,412.0430466,411,0.582953,412,0.1383138,411,0.8013492,408,0.8438305,412,0.1740504,411,0.7977017,411,0.8979941,9,6,6,8,8,5,9,1,332.1259884
397.092829,1,61332500,21,17,18,8,397.092891,-0.2,0.380952381,0.857142857,13,0.529411765,398.1001676,397,0.655643,398,0.192211,397,0.8666488,395,0.0092078,398,0.2267383,397,0.8631247,397,0.9600234,11,6,5,7,9,5,8,1,333.9960964
383.077234,1,90347355,20,15,16,8,383.077241,0,0.4,0.8,13,0.5625,384.0845175,383,0.655643,384,0.1733205,383,0.8592201,381,0.1023791,384,0.2066322,383,0.8558201,383,0.9493073,11,6,5,7,10,5,7,1,334.0324819
693.109678,1,2996224,33,25,26,17,693.109723,-0.1,0.515151515,0.787878788,21,0.510204082,694.1169994,693,0.341938,694,0.2774841,693,0.7098423,688,0.7276832,694,0.337685,693,0.7036978,693,0.8726478,8,6,7,5,9,5,10,1,334.0477381
675.13587,1,4066500,34,27,28,15,675.135544,0.5,0.441176471,0.823529412,21,0.509433962,676.1428202,675,0.38783,676,0.2991491,675,0.7462065,670,0.8930605,676,0.3577911,675,0.7402211,675,0.9047961,9,5,5,6,10,6,9,1,334.0536113
663.135495,1,4177165,33,27,28,15,663.135544,-0.1,0.454545455,0.848484848,20,0.490196078,664.1428202,663,0.401229,664,0.2963746,663,0.7532455,658,0.9862318,664,0.3539759,663,0.7473663,663,0.9090205,9,5,6,7,9,6,8,1,334.0688674
663.099143,1,5145869,32,23,24,16,663.099158,0,0.5,0.75,21,0.541666667,664.1064347,663,0.364884,664,0.2599807,663,0.7168813,658,0.9501288,664,0.3175788,663,0.7110024,663,0.8726478,8,6,7,5,10,4,10,1,334.0841236
661.119911,1,6317326,33,25,26,15,661.119894,0,0.454545455,0.787878788,21,0.529411765,662.1271702,661,0.38783,662,0.2802585,661,0.7387778,656,0.9862318,662,0.337685,661,0.7329164,661,0.89408,9,6,5,7,9,5,9,1,334.1052529
659.140654,1,4365581,34,27,28,14,659.140629,0,0.411764706,0.823529412,21,0.518518519,660.1479056,659,0.410775,660,0.3005364,659,0.7606742,655,0.0223348,660,0.3577911,659,0.7548304,659,0.9155122,10,5,6,6,10,5,8,1,336.0117465
659.104357,1,7628045,33,23,24,15,659.104244,0.2,0.454545455,0.727272727,22,0.568627451,660.1115201,659,0.37443,660,0.2641424,659,0.72431,654,0.9862318,660,0.321394,659,0.7184665,659,0.8791395,9,6,5,7,9,5,9,1,336.0270026
649.083288,1,4756716,31,21,22,16,649.083508,-0.3,0.516129032,0.709677419,21,0.565217391,650.0907847,649,0.364884,650,0.2410901,649,0.7094526,645,0.0433001,650,0.2974726,649,0.7036978,649,0.8619317,8,6,5,6,10,5,10,1,336.048132
645.125013,1,7400667,33,25,26,14,645.124979,0.1,0.424242424,0.787878788,21,0.538461538,646.1322555,645,0.410775,646,0.2816458,645,0.7532455,641,0.1155061,646,0.337685,645,0.7475257,645,0.9047961,10,5,6,6,9,5,9,1,336.0633881
643.072988,1,4638931,32,19,20,15,643.072944,0.1,0.46875,0.625,23,0.632653061,644.08022,643,0.361031,644,0.2291358,643,0.7024136,639,0.0794031,644,0.284997,643,0.696712,643,0.8534829,9,5,6,7,9,5,9,1,336.0845175
635.140779,1,5002431,32,27,28,14,635.140629,0.2,0.4375,0.875,19,0.48,636.1479056,635,0.437574,636,0.2949874,635,0.7747522,631,0.2086775,636,0.3501606,635,0.7691208,635,0.923961,10,5,7,7,8,5,8,1,336.0997736
631.072883,1,5641410,31,19,20,15,631.072944,-0.1,0.483870968,0.64516129,22,0.617021277,632.08022,631,0.37443,632,0.2263613,631,0.7094526,627,0.1725745,632,0.2811817,631,0.7038572,631,0.8577073,9,6,5,7,9,5,9,1,336.120903
629.09381,1,8420552,32,21,22,14,629.093679,0.2,0.4375,0.6875,22,0.6,630.1009554,629,0.397376,630,0.2466391,629,0.731349,625,0.2086775,630,0.3012879,629,0.7257712,629,0.8791395,9,6,5,7,9,5,9,1,338.0273965
627.114635,1,7103698,33,23,24,13,627.114414,0.4,0.393939394,0.727272727,22,0.58490566,628.1216909,627,0.420321,628,0.2669169,627,0.7532455,623,0.2447805,628,0.321394,627,0.7476852,627,0.9005717,9,5,6,7,9,5,9,1,338.0426527
623.104239,1,7183601,30,23,24,15,623.104244,0,0.5,0.8,19,0.511111111,624.1115201,623,0.414628,624,0.255819,623,0.745427,619,0.2657458,624,0.3099483,623,0.7399022,623,0.8918127,9,6,7,5,10,5,8,1,338.063782
621.125063,1,6315271,31,25,26,14,621.124979,0.1,0.451612903,0.838709677,19,0.5,622.1322555,621,0.437574,622,0.2760968,621,0.7673235,617,0.3018488,622,0.3300545,621,0.7618162,621,0.9132449,10,5,5,6,10,5,9,1,338.0790382
615.11444,1,9721194,32,23,24,13,615.114414,0,0.40625,0.75,21,0.568627451,616.1216909,615,0.433721,616,0.2641424,615,0.7602845,611,0.3379518,616,0.3175788,615,0.7548304,615,0.9047961,9,6,5,6,10,5,9,1,338.1001676
605.130116,1,7870094,31,25,26,13,605.130064,0.1,0.419354839,0.838709677,19,0.510204082,606.1373409,605,0.460519,606,0.2774841,605,0.7817912,601,0.4311231,606,0.3300545,605,0.7764255,605,0.923961,10,6,5,6,10,5,8,1,338.1154237
603.114379,1,12031712,31,23,24,13,603.114414,-0.1,0.419354839,0.774193548,20,0.551020408,604.1216909,603,0.44712,604,0.261368,603,0.7673235,599,0.4311231,604,0.3137635,603,0.7619756,603,0.9090205,10,6,5,6,10,5,8,1,340.0066611
601.062344,1,4467516,30,17,18,14,601.062379,-0.1,0.466666667,0.6,22,0.652173913,602.0696553,601,0.397376,602,0.2088579,601,0.7164916,597,0.3950201,602,0.2610756,601,0.7111619,601,0.8577073,9,6,7,7,7,5,9,1,340.0219172
599.083151,1,7124894,31,19,20,13,599.083114,0.1,0.419354839,0.64516129,22,0.632653061,600.0903907,599,0.420321,600,0.2291358,599,0.738388,595,0.4311231,600,0.2811817,599,0.7330758,599,0.8791395,9,5,7,6,9,5,9,1,340.0430466
597.124952,1,3920903,29,25,26,14,597.124979,0,0.482758621,0.896551724,17,0.454545455,598.1322555,597,0.464372,598,0.2705478,597,0.7814014,593,0.4881914,598,0.322424,597,0.7761066,597,0.9216937,9,5,7,7,9,5,8,1,340.0583027
597.088643,1,7149577,28,21,22,15,597.088594,0.1,0.535714286,0.785714286,18,0.512195122,598.09587,597,0.428028,598,0.2341539,597,0.7450373,593,0.4520884,598,0.2860269,597,0.7397428,597,0.885321,8,6,6,6,11,4,9,1,340.0794321
595.109303,1,9156732,29,23,24,14,595.109329,0,0.482758621,0.827586207,18,0.5,596.1166055,595,0.450973,596,0.2544318,595,0.7669337,591,0.4881914,596,0.3061331,595,0.7616567,595,0.9067532,8,6,7,7,9,5,8,1,340.0946882
595.072898,1,6553726,28,19,20,15,595.072944,-0.1,0.535714286,0.714285714,19,0.56097561,596.08022,595,0.414628,596,0.2180378,595,0.7305696,591,0.4520884,596,0.269736,595,0.7252929,595,0.8703805,9,6,7,6,10,4,8,1,340.1310738
593.057431,1,4214012,28,17,18,15,593.057293,0.2,0.535714286,0.642857143,20,0.609756098,594.0645699,593,0.401229,594,0.2019217,593,0.7161018,589,0.4520884,594,0.2534451,593,0.710843,593,0.85544,9,7,6,6,10,5,7,1,342.0011818
587.119462,1,11795091,31,23,24,12,587.1195,-0.1,0.387096774,0.774193548,20,0.56,588.1267762,587,0.470065,588,0.2627552,587,0.7817912,583,0.5603974,588,0.3137635,587,0.7765849,587,0.9197366,10,5,5,6,10,5,9,1,342.0223112
583.124674,1,4670396,32,23,24,11,583.124585,0.2,0.34375,0.75,21,0.58490566,584.1318616,583,0.479612,584,0.2669169,583,0.7892199,579,0.5965004,584,0.3175788,583,0.784049,583,0.9262283,10,5,6,7,10,5,7,1,342.0375673
