Index,m/z,stddev,PeakHeight,C,H,Neutral H,O,m/z2,stddev2,O/C,H/C,DBE,AI mod,Neutral Mass,KM(CH2),KMD(CH2),KM(COO),KMD(COO),KM(H2O),KMD(H2O),KM(H2),KMD(H2),KM(O),KMD(O),KM(C2H4O),KMD(C2H4O),KM(OCH2),KMD(OCH2),KMD(CH2),KMD(COO),KMD(H2O),KMD(H2),KMD(O),KMD(C2H4O),KMD(OCH2),see comment,Neutral Mass
2738,635.082777,1,1413181,34,19,20,13,635.083114,-0.5,0.382352941,0.588235294,25,0.672727273,636.0903907,635,0.380123,636,0.2374592,635,0.717271,631,0.1516091,636,0.2926275,635,0.7116402,635,0.8664664,5,2,7,7,5,6,9,1,736.0911786
2740,635.104147,1,10044477,31,23,24,15,635.104244,-0.2,0.483870968,0.774193548,20,0.531914894,636.1115201,635,0.401229,636,0.2585935,635,0.738388,631,0.1725745,636,0.3137635,635,0.732757,635,0.8875883,9,6,9,8,11,6,12,1,724.1428202
2742,635.119515,1,1444157,35,23,24,12,635.1195,0,0.342857143,0.685714286,24,0.620689655,636.1267762,635,0.416468,636,0.2738531,635,0.7536352,631,0.1877121,636,0.3290245,635,0.748004,635,0.9028391,9,5,4,5,9,3,7,1,724.1064347
2743,635.140667,1,4179005,32,27,28,14,635.140629,0.1,0.4375,0.875,19,0.48,636.1479056,635,0.437574,636,0.2949874,635,0.7747522,631,0.2086775,636,0.3501606,635,0.7691208,635,0.923961,10,7,6,7,9,7,10,1,722.1271702
2744,637.046899,1,1670717,29,17,18,17,637.047123,-0.4,0.586206897,0.620689655,21,0.609756098,638.0543992,637,0.341938,638,0.2019217,637,0.6801274,633,0.1003685,638,0.2572603,637,0.6744792,637,0.8297834,8,7,3,6,10,4,7,1,716.1741204
2747,637.083351,1,7967805,30,21,22,16,637.083508,-0.2,0.533333333,0.733333333,20,0.545454545,638.0907847,637,0.378283,638,0.2383157,637,0.7164916,633,0.1364715,638,0.2936574,637,0.710843,637,0.8661561,8,7,9,6,12,5,11,1,708.1115201
2748,637.098618,1,3169341,34,21,22,13,637.098764,-0.2,0.382352941,0.647058824,24,0.636363636,638.1060408,637,0.393522,638,0.2535753,637,0.7317388,633,0.1516091,638,0.3089184,637,0.7260901,637,0.8814068,8,5,6,7,9,6,8,1,694.1322555
2749,637.119824,1,7783485,31,25,26,15,637.119894,-0.1,0.483870968,0.838709677,19,0.489361702,638.1271702,637,0.414628,638,0.2747096,637,0.7528557,633,0.1725745,638,0.3300545,637,0.7472068,637,0.9025288,10,6,8,8,10,6,10,1,688.0700492
2750,637.135213,1,1808445,35,25,26,12,637.13515,0.1,0.342857143,0.742857143,23,0.586206897,638.1424263,637,0.429867,638,0.2899692,637,0.7681029,633,0.1877121,638,0.3453154,637,0.7624539,637,0.9177795,9,5,3,5,10,4,5,1,638.1424263
2751,637.156431,1,1387069,32,29,30,14,637.156279,0.2,0.4375,0.9375,18,0.44,638.1635557,637,0.450973,638,0.3111035,637,0.7892199,633,0.2086775,638,0.3664515,637,0.7835707,637,0.9389015,10,4,5,7,5,6,8,1,636.1267762
2753,639.062827,1,3256384,29,19,20,17,639.062773,0.1,0.586206897,0.689655172,20,0.56097561,640.0700492,639,0.355338,640,0.2180378,639,0.6945951,635,0.1003685,640,0.2735512,639,0.688929,639,0.8447239,9,6,7,6,11,4,8,1,628.0700492
2754,639.077909,1,3353664,33,19,20,14,639.078029,-0.2,0.424242424,0.606060606,24,0.653846154,640.0853053,639,0.370577,640,0.2332975,639,0.7098423,635,0.1155061,640,0.2888122,639,0.7041761,639,0.8599746,8,4,8,8,7,6,12,1,584.0438345
2755,639.099172,1,7513152,30,23,24,16,639.099158,0,0.533333333,0.8,19,0.5,640.1064347,639,0.391683,640,0.2544318,639,0.7309593,635,0.1364715,640,0.3099483,639,0.7252929,639,0.8810966,9,7,10,6,12,5,11,1,566.1212969
2756,639.114323,1,4916288,34,23,24,13,639.114414,-0.1,0.382352941,0.705882353,23,0.6,640.1216909,639,0.406922,640,0.2696914,639,0.7462065,635,0.1516091,640,0.3252093,639,0.7405399,639,0.8963473,9,5,7,7,9,6,8,1,542.1576824
2757,639.135642,1,3485760,31,27,28,15,639.135544,0.2,0.483870968,0.903225806,18,0.446808511,640.1428202,639,0.428028,640,0.2908257,639,0.7673235,635,0.1725745,640,0.3463454,639,0.7616567,639,0.9174693,9,5,7,8,10,6,9,1,538.1263823
2758,639.151159,1,1379904,35,27,28,12,639.1508,0.6,0.342857143,0.8,22,0.551724138,640.1580764,639,0.443267,640,0.3060853,639,0.7825706,635,0.1877121,640,0.3616064,639,0.7769038,639,0.93272,9,5,2,5,9,3,6,1,522.0645699
2759,641.057037,1,2757701,32,17,18,15,641.057293,-0.4,0.46875,0.5625,24,0.673469388,642.0645699,641,0.347631,642,0.2130197,641,0.6879459,637,0.0794031,642,0.2687061,641,0.6822621,641,0.8385424,8,4,6,7,6,4,11,1,520.0430466
2760,641.078246,1,4884549,29,21,22,17,641.078423,-0.3,0.586206897,0.75862069,19,0.512195122,642.0856993,641,0.368737,642,0.2341539,641,0.7090629,637,0.1003685,642,0.2898421,641,0.7033789,641,0.8596644,9,7,8,6,11,5,9,1,502.0324819
2761,641.093538,1,6700102,33,21,22,14,641.093679,-0.2,0.424242424,0.666666667,23,0.615384615,642.1009554,641,0.383976,642,0.2494136,641,0.72431,637,0.1155061,642,0.3051031,641,0.718626,641,0.8749151,8,6,6,8,9,5,12,1,488.0227051
2762,641.114758,1,5059654,30,25,26,16,641.114808,-0.1,0.533333333,0.866666667,18,0.454545455,642.1220848,641,0.405082,642,0.2705478,641,0.745427,637,0.1364715,642,0.3262392,641,0.7397428,641,0.8960371,9,7,8,6,11,5,10,1,446.1365531
2763,641.129863,1,5692486,34,25,26,13,641.130064,-0.3,0.382352941,0.764705882,22,0.563636364,642.1373409,641,0.420321,642,0.2858075,641,0.7606742,637,0.1516091,642,0.3415002,641,0.7549898,641,0.9112878,10,5,8,7,10,6,9,1,438.1162115
2766,643.072809,1,4957261,32,19,20,15,643.072944,-0.2,0.46875,0.625,23,0.632653061,644.08022,643,0.361031,644,0.2291358,643,0.7024136,639,0.0794031,644,0.284997,643,0.696712,643,0.8534829,9,5,8,7,9,5,11,1,422.1212969
2767,643.094116,1,4754509,29,23,24,17,643.094073,0.1,0.586206897,0.827586207,18,0.463414634,644.1013493,643,0.382137,644,0.25027,643,0.7235306,639,0.1003685,644,0.3061331,643,0.7178288,643,0.8746049,7,7,8,6,12,5,10,1,412.0219172
2768,643.109345,1,9213005,33,23,24,14,643.109329,0,0.424242424,0.727272727,22,0.576923077,644.1166055,643,0.397376,644,0.2655297,643,0.7387778,639,0.1155061,644,0.321394,643,0.7330758,643,0.8898556,10,7,6,8,11,6,9,1,402.0223112
2769,643.130519,1,3222605,30,27,28,16,643.130458,0.1,0.533333333,0.933333333,17,0.409090909,644.1377348,643,0.418481,644,0.2866639,643,0.7598947,639,0.1364715,644,0.3425301,643,0.7541926,643,0.9109776,8,4,6,6,9,6,10,1,390.1314677
2770,643.145637,1,3633229,34,27,28,13,643.145715,-0.1,0.382352941,0.823529412,21,0.527272727,644.152991,643,0.433721,644,0.3019236,643,0.7751419,639,0.1516091,644,0.3577911,643,0.7694397,643,0.9262283,10,5,5,7,10,6,8,1,382.0899968
2772,645.051977,1,2021461,31,17,18,16,645.052208,-0.4,0.516129032,0.580645161,23,0.652173913,646.0594845,645,0.338085,646,0.2088579,645,0.6805171,641,0.0433001,646,0.2648908,645,0.674798,645,0.8320507,8,5,5,7,7,5,7,1,368.0743467
2774,645.088448,1,8285269,32,21,22,15,645.088594,-0.2,0.46875,0.6875,22,0.591836735,646.09587,645,0.37443,646,0.2452519,645,0.7168813,641,0.0794031,646,0.3012879,645,0.7111619,645,0.8684234,10,6,9,7,11,6,12,1,352.0430466
2775,645.109612,1,3027029,29,25,26,17,645.109723,-0.2,0.586206897,0.896551724,17,0.414634146,646.1169994,645,0.395536,646,0.2663861,645,0.7379983,641,0.1003685,646,0.322424,645,0.7322787,645,0.8895453,8,6,9,6,10,5,11,1,330.1103383
2776,645.124945,1,7670869,33,25,26,14,645.124979,-0.1,0.424242424,0.787878788,21,0.538461538,646.1322555,645,0.410775,646,0.2816458,645,0.7532455,641,0.1155061,646,0.337685,645,0.7475257,645,0.9047961,10,6,5,8,10,6,9,1,326.0062672
2777,645.161221,1,1692245,34,29,30,13,645.161365,-0.2,0.382352941,0.882352941,20,0.490909091,646.168641,645,0.44712,646,0.3180397,645,0.7896096,641,0.1516091,646,0.374082,645,0.7838896,645,0.9411688,10,5,4,7,8,5,6,1,322.0324819
2778,647.067856,1,4555870,31,19,20,16,647.067858,0,0.516129032,0.64516129,22,0.608695652,648.0751346,647,0.351485,648,0.224974,647,0.6949849,643,0.0433001,648,0.2811817,647,0.6892479,647,0.8469912,9,7,7,7,9,4,10,1,320.0896029
2780,647.104289,1,9618526,32,23,24,15,647.104244,0.1,0.46875,0.75,21,0.551020408,648.1115201,647,0.38783,648,0.261368,647,0.731349,643,0.0794031,648,0.3175788,647,0.7256118,647,0.8833639,10,6,7,7,11,7,12,1,306.0739528
2782,647.140728,1,4136030,33,27,28,14,647.140629,0.2,0.424242424,0.848484848,20,0.5,648.1479056,647,0.424174,648,0.2977619,647,0.7677132,643,0.1155061,648,0.3539759,647,0.7619756,647,0.9197366,10,6,7,8,11,6,8,1,298.0841236
2785,649.083385,1,7091303,31,21,22,16,649.083508,-0.2,0.516129032,0.709677419,21,0.565217391,650.0907847,649,0.364884,650,0.2410901,649,0.7094526,645,0.0433001,650,0.2974726,649,0.7036978,649,0.8619317,9,6,9,7,11,5,12,1,288.0270026
2786,649.098377,1,2016871,35,21,22,13,649.098764,-0.6,0.371428571,0.628571429,25,0.649122807,650.1060408,649,0.380123,650,0.2563498,649,0.7246998,645,0.0584378,650,0.3127336,649,0.7189448,649,0.8771825,5,5,6,5,9,5,6,1,286.0477381
2787,649.119857,1,7722087,32,25,26,15,649.119894,-0.1,0.46875,0.8125,20,0.510204082,650.1271702,649,0.401229,650,0.2774841,649,0.7458167,645,0.0794031,650,0.3338697,649,0.7400616,649,0.8983044,9,7,6,7,11,6,13,1,282.0528234
2788,649.134955,1,998887,36,25,26,12,649.13515,-0.3,0.333333333,0.722222222,24,0.6,650.1424263,649,0.416468,650,0.2927437,649,0.7610639,645,0.0945408,650,0.3491307,649,0.7553087,649,0.9135552,9,4,5,2,10,3,2,1,276.0633881
2789,649.156034,1,1509735,33,29,30,14,649.156279,-0.4,0.424242424,0.909090909,19,0.461538462,650.1635557,649,0.437574,650,0.313878,649,0.7821809,645,0.1155061,650,0.3702668,649,0.7764255,649,0.9346771,10,4,6,8,8,5,9,1,274.0477381
2790,651.062756,1,3278959,30,19,20,17,651.062773,0,0.566666667,0.666666667,21,0.581395349,652.0700492,651,0.341938,652,0.2208123,651,0.6875561,647,0.0071971,652,0.2773665,651,0.6817838,651,0.8404995,8,6,5,6,10,5,11,1,272.032088
2791,651.078006,1,1878639,34,19,20,14,651.078029,0,0.411764706,0.588235294,25,0.666666667,652.0853053,651,0.357178,652,0.236072,651,0.7028033,647,0.0223348,652,0.2926275,651,0.6970309,651,0.8557503,6,4,7,7,5,5,12,1,772.1639496
2792,651.099072,1,7967856,31,23,24,16,651.099158,-0.1,0.516129032,0.774193548,20,0.52173913,652.1064347,651,0.378283,652,0.2572062,651,0.7239203,647,0.0433001,652,0.3137635,651,0.7181477,651,0.8768722,8,7,9,7,11,6,12,1,762.1068287
2793,651.114241,1,2873968,35,23,24,13,651.114414,-0.3,0.371428571,0.685714286,24,0.614035088,652.1216909,651,0.393522,652,0.2724659,651,0.7391675,647,0.0584378,652,0.3290245,651,0.7333947,651,0.892123,8,5,6,5,9,5,6,1,756.169035
2794,651.135529,1,4562032,32,27,28,15,651.135544,0,0.46875,0.875,19,0.469387755,652.1428202,651,0.414628,652,0.2936002,651,0.7602845,647,0.0794031,652,0.3501606,651,0.7545115,651,0.9132449,10,5,7,7,9,6,11,1,754.1533849
2795,651.150573,1,1279088,36,27,28,12,651.1508,-0.3,0.333333333,0.777777778,23,0.566666667,652.1580764,651,0.429867,652,0.3088598,651,0.7755317,647,0.0945408,652,0.3654216,651,0.7697586,651,0.9284956,9,4,2,2,10,3,2,1,730.0806139
2799,653.057352,1,1307767,33,17,18,15,653.057293,0.1,0.454545455,0.545454545,25,0.68627451,654.0645699,653,0.334232,654,0.2157942,653,0.6809069,648,0.9862318,654,0.2725213,653,0.6751169,653,0.834318,8,4,8,7,4,4,9,1,718.0806139
2800,653.078451,1,4413559,30,21,22,17,653.078423,0,0.566666667,0.733333333,20,0.534883721,654.0856993,653,0.355338,654,0.2369284,653,0.7020239,649,0.0071971,654,0.2936574,653,0.6962337,653,0.85544,9,7,9,6,12,5,11,1,662.0543992
2801,653.09355,1,4168823,34,21,22,14,653.093679,-0.2,0.411764706,0.647058824,24,0.62962963,654.1009554,653,0.370577,654,0.2521881,653,0.717271,649,0.0223348,654,0.3089184,653,0.7114807,653,0.8706907,8,5,7,7,9,7,13,1,642.1737264
2802,653.114763,1,6524023,31,25,26,16,653.114808,-0.1,0.516129032,0.838709677,19,0.47826087,654.1220848,653,0.391683,654,0.2733223,653,0.738388,649,0.0433001,654,0.3300545,653,0.7325975,653,0.8918127,9,6,9,7,10,6,12,1,630.1737264
2803,653.130017,1,3431543,35,25,26,13,653.130064,-0.1,0.371428571,0.742857143,23,0.578947368,654.1373409,653,0.406922,654,0.288582,653,0.7536352,649,0.0584378,654,0.3453154,653,0.7478446,653,0.9070634,9,5,4,5,10,6,8,1,622.1111262
2804,653.150838,1,1511031,32,29,30,15,653.151194,-0.5,0.46875,0.9375,18,0.428571429,654.1584703,653,0.428028,654,0.3097163,653,0.7747522,649,0.0794031,654,0.3664515,653,0.7689614,653,0.9281854,9,4,6,7,5,6,10,1,592.0700492
2806,655.072869,1,3346556,33,19,20,15,655.072944,-0.1,0.454545455,0.606060606,24,0.647058824,656.08022,655,0.347631,656,0.2319103,655,0.6953746,650,0.9862318,656,0.2888122,655,0.6895668,655,0.8492585,8,5,9,7,7,6,11,1,560.0438345
2807,655.093966,1,5473404,30,23,24,17,655.094073,-0.2,0.566666667,0.8,19,0.488372093,656.1013493,655,0.368737,656,0.2530445,655,0.7164916,651,0.0071971,656,0.3099483,655,0.7106836,655,0.8703805,9,7,9,6,12,6,11,1,540.1420324
2808,655.109162,1,6696060,34,23,24,14,655.109329,-0.3,0.411764706,0.705882353,23,0.592592593,656.1166055,655,0.383976,656,0.2683042,655,0.7317388,651,0.0223348,656,0.3252093,655,0.7259306,655,0.8856312,8,6,6,7,9,6,9,1,530.0332698
2809,655.130377,1,3250300,31,27,28,16,655.130458,-0.1,0.516129032,0.903225806,18,0.434782609,656.1377348,655,0.405082,656,0.2894384,655,0.7528557,651,0.0433001,656,0.3463454,655,0.7470474,655,0.9067532,9,5,8,7,10,5,10,1,522.0223112
2810,655.145648,1,2943612,35,27,28,13,655.145715,-0.1,0.371428571,0.8,22,0.543859649,656.152991,655,0.420321,656,0.3046981,655,0.7681029,651,0.0584378,656,0.3616064,655,0.7622945,655,0.9220039,10,6,3,5,9,6,6,1,520.0489198
2815,657.088525,1,6009983,33,21,22,15,657.088594,-0.1,0.454545455,0.666666667,23,0.607843137,658.09587,657,0.361031,658,0.2480263,657,0.7098423,652,0.9862318,658,0.3051031,657,0.7040167,657,0.864199,9,6,8,7,9,7,12,1,498.1314677
2816,657.109532,1,3730559,30,25,26,17,657.109723,-0.3,0.566666667,0.866666667,18,0.441860465,658.1169994,657,0.382137,658,0.2691606,657,0.7309593,653,0.0071971,658,0.3262392,657,0.7251334,657,0.885321,7,6,10,6,11,4,11,1,478.0324819
2817,657.124868,1,6265983,34,25,26,14,657.124979,-0.2,0.411764706,0.764705882,22,0.555555556,658.1322555,657,0.397376,658,0.2844203,657,0.7462065,653,0.0223348,658,0.3415002,657,0.7403805,657,0.9005717,10,6,7,7,10,6,9,1,468.0540052
2819,657.161367,1,1414527,35,29,30,13,657.161365,0,0.371428571,0.857142857,21,0.50877193,658.168641,657,0.433721,658,0.3208142,657,0.7825706,653,0.0584378,658,0.3778973,657,0.7767443,657,0.9369444,10,5,2,5,9,5,5,1,456.120903
2821,659.067815,1,3642496,32,19,20,16,659.067858,-0.1,0.5,0.625,23,0.625,660.0751346,659,0.338085,660,0.2277485,659,0.6879459,654,0.9501288,660,0.284997,659,0.6821027,659,0.8427668,8,6,6,7,9,5,11,1,436.0277905
2823,659.104205,1,7941248,33,23,24,15,659.104244,-0.1,0.454545455,0.727272727,22,0.568627451,660.1115201,659,0.37443,660,0.2641424,659,0.72431,654,0.9862318,660,0.321394,659,0.7184665,659,0.8791395,10,6,6,7,11,6,11,1,426.079826
2825,659.140693,1,3661951,34,27,28,14,659.140629,0.1,0.411764706,0.823529412,21,0.518518519,660.1479056,659,0.410775,660,0.3005364,659,0.7606742,655,0.0223348,660,0.3577911,659,0.7548304,659,0.9155122,10,5,8,7,10,7,8,1,406.0172258
2826,661.047253,1,1645180,31,17,18,17,661.047123,0.2,0.548387097,0.580645161,23,0.644444444,662.0543992,661,0.31514,662,0.2074707,661,0.6660494,656,0.9140258,662,0.2648908,661,0.6601887,661,0.8213346,8,6,3,7,7,4,5,1,396.1056469
2827,661.083429,1,6335612,32,21,22,16,661.083508,-0.1,0.5,0.6875,22,0.583333333,662.0907847,661,0.351485,662,0.2438646,661,0.7024136,656,0.9501288,662,0.3012879,661,0.6965526,661,0.8577073,9,6,8,7,11,5,12,1,394.1416384
2829,661.119819,1,7103612,33,25,26,15,661.119894,-0.1,0.454545455,0.787878788,21,0.529411765,662.1271702,661,0.38783,662,0.2802585,661,0.7387778,656,0.9862318,662,0.337685,661,0.7329164,661,0.89408,10,6,6,7,10,6,11,1,380.1107322
2830,661.156154,1,1683580,34,29,30,14,661.156279,-0.2,0.411764706,0.882352941,20,0.481481481,662.1635557,661,0.424174,662,0.3166525,661,0.7751419,657,0.0223348,662,0.374082,661,0.7692802,661,0.9304527,10,5,5,7,8,6,7,1,376.1158176
2832,663.062815,1,2801269,31,19,20,17,663.062773,0.1,0.548387097,0.64516129,22,0.6,664.0700492,663,0.328539,664,0.2235868,663,0.6805171,658,0.9140258,664,0.2811817,663,0.6746386,663,0.8362751,9,6,5,7,9,5,8,1,356.1259884
2834,663.099056,1,7308405,32,23,24,16,663.099158,-0.2,0.5,0.75,21,0.541666667,664.1064347,663,0.364884,664,0.2599807,663,0.7168813,658,0.9501288,664,0.3175788,663,0.7110024,663,0.8726478,9,6,9,7,11,6,13,1,350.1001676
2835,663.114143,1,1646708,36,23,24,13,663.114414,-0.4,0.361111111,0.666666667,25,0.627118644,664.1216909,663,0.380123,664,0.2752404,663,0.7321285,658,0.9652665,664,0.3328398,663,0.7262495,663,0.8878986,5,4,5,4,8,4,7,1,348.0117465
2836,663.135402,1,4283508,33,27,28,15,663.135544,-0.2,0.454545455,0.848484848,20,0.490196078,664.1428202,663,0.401229,664,0.2963746,663,0.7532455,658,0.9862318,664,0.3539759,663,0.7473663,663,0.9090205,9,5,5,7,11,6,9,1,340.0430466
2838,665.078264,1,4180072,31,21,22,17,665.078423,-0.2,0.548387097,0.709677419,21,0.555555556,666.0856993,665,0.341938,666,0.2397029,665,0.6949849,660,0.9140258,666,0.2974726,665,0.6890885,665,0.8512156,8,7,7,7,11,5,11,1,320.0168319
2839,665.093318,1,2413160,35,21,22,14,665.093679,-0.5,0.4,0.628571429,25,0.642857143,666.1009554,665,0.357178,666,0.2549626,665,0.7102321,660,0.9291635,666,0.3127336,665,0.7043355,665,0.8664664,6,4,6,7,9,7,9,1,316.0946882
2840,665.114729,1,6059112,32,25,26,16,665.114808,-0.1,0.5,0.8125,20,0.5,666.1220848,665,0.378283,666,0.2760968,665,0.731349,660,0.9501288,666,0.3338697,665,0.7254523,665,0.8875883,8,7,7,7,11,5,12,1,802.1381288
2841,665.130058,1,2022504,36,25,26,13,665.130064,0,0.361111111,0.722222222,24,0.593220339,666.1373409,665,0.393522,666,0.2913565,665,0.7465962,660,0.9652665,666,0.3491307,665,0.7406994,665,0.9028391,8,4,4,4,10,5,7,1,794.1330434
2842,665.150956,1,2067560,33,29,30,15,665.151194,-0.4,0.454545455,0.909090909,19,0.450980392,666.1584703,665,0.414628,666,0.3124907,665,0.7677132,660,0.9862318,666,0.3702668,665,0.7618162,665,0.923961,10,4,7,7,8,6,10,1,788.1224787
2844,667.057506,1,1948759,30,19,20,18,667.057687,-0.3,0.6,0.666666667,21,0.571428571,668.0649638,667,0.318993,668,0.2194251,667,0.6730884,662,0.8779228,668,0.2773665,667,0.6671745,667,0.8297834,7,7,3,5,10,3,7,1,756.1173933
2845,667.072743,1,1807447,34,19,20,15,667.072944,-0.3,0.441176471,0.588235294,25,0.660377358,668.08022,667,0.334232,668,0.2346847,667,0.6883356,662,0.8930605,668,0.2926275,667,0.6824216,667,0.8450342,8,4,7,7,5,4,10,1,744.096264
2846,667.093984,1,5312599,31,23,24,17,667.094073,-0.1,0.548387097,0.774193548,20,0.511111111,668.1013493,667,0.355338,668,0.255819,667,0.7094526,662,0.9140258,668,0.3137635,667,0.7035384,667,0.8661561,9,7,9,7,11,6,11,1,740.1013493
2847,667.109125,1,4284502,35,23,24,14,667.109329,-0.3,0.4,0.685714286,24,0.607142857,668.1166055,667,0.370577,668,0.2710787,667,0.7246998,662,0.9291635,668,0.3290245,667,0.7187854,667,0.8814068,8,5,6,7,9,6,8,1,728.1741204
2848,667.130396,1,3869782,32,27,28,16,667.130458,-0.1,0.5,0.875,19,0.458333333,668.1377348,667,0.391683,668,0.2922129,667,0.7458167,662,0.9501288,668,0.3501606,667,0.7399022,667,0.9025288,9,6,6,7,9,6,10,1,700.1792057
2849,667.145503,1,2334806,36,27,28,13,667.145715,-0.3,0.361111111,0.777777778,23,0.559322034,668.152991,667,0.406922,668,0.3074726,667,0.7610639,662,0.9652665,668,0.3654216,667,0.7551492,667,0.9177795,9,5,5,4,10,3,5,1,694.09587
2850,669.052476,1,1076800,33,17,18,16,669.052208,0.4,0.484848485,0.545454545,25,0.68,670.0594845,669,0.311287,670,0.2144069,669,0.6664392,664,0.8569575,670,0.2725213,669,0.6605076,669,0.8236019,8,5,5,8,4,5,6,1,692.0649638
2851,669.073299,1,2814527,30,21,22,18,669.073337,-0.1,0.6,0.733333333,20,0.523809524,670.0806139,669,0.332392,670,0.2355412,669,0.6875561,664,0.8779228,670,0.2936574,669,0.6816244,669,0.8447239,7,7,5,5,12,3,8,1,690.1068287
2852,669.088485,1,4500543,34,21,22,15,669.088594,-0.2,0.441176471,0.647058824,24,0.622641509,670.09587,669,0.347631,670,0.2508008,669,0.7028033,664,0.8930605,670,0.3089184,669,0.6968714,669,0.8599746,8,6,7,7,9,6,12,1,670.168641
2853,669.10975,1,4223039,31,25,26,17,669.109723,0,0.548387097,0.838709677,19,0.466666667,670.1169994,669,0.368737,670,0.2719351,669,0.7239203,664,0.9140258,670,0.3300545,669,0.7179882,669,0.8810966,9,6,9,7,10,5,11,1,670.0594845
2854,669.124899,1,5210175,35,25,26,14,669.124979,-0.1,0.4,0.742857143,23,0.571428571,670.1322555,669,0.383976,670,0.2871948,669,0.7391675,664,0.9291635,670,0.3453154,669,0.7332353,669,0.8963473,8,5,6,7,10,6,8,1,666.1373409
2856,669.160945,1,1411646,36,29,30,13,669.161365,-0.6,0.361111111,0.833333333,22,0.525423729,670.168641,669,0.420321,670,0.3235887,669,0.7755317,664,0.9652665,670,0.3817125,669,0.7695991,669,0.93272,10,5,2,4,8,5,6,1,638.0543992
2857,671.067733,1,2745378,33,19,20,16,671.067858,-0.2,0.484848485,0.606060606,24,0.64,672.0751346,671,0.324686,672,0.230523,671,0.6809069,666,0.8569575,672,0.2888122,671,0.6749575,671,0.8385424,8,5,8,8,7,5,11,1,628.0489198
2858,671.088853,1,3463201,30,23,24,18,671.088988,-0.2,0.6,0.8,19,0.476190476,672.096264,671,0.345792,672,0.2516573,671,0.7020239,666,0.8779228,672,0.3099483,671,0.6960743,671,0.8596644,6,6,9,5,12,4,9,1,626.0543992
2859,671.104255,1,6673441,34,23,24,15,671.104244,0,0.441176471,0.705882353,23,0.58490566,672.1115201,671,0.361031,672,0.2669169,671,0.717271,666,0.8930605,672,0.3252093,671,0.7113213,671,0.8749151,9,6,7,7,9,6,12,1,574.0536113
2860,671.125294,1,2768929,31,27,28,17,671.125373,-0.1,0.548387097,0.903225806,18,0.422222222,672.1326495,671,0.382137,672,0.2880512,671,0.738388,666,0.9140258,672,0.3463454,671,0.7324381,671,0.8960371,7,5,9,7,10,5,10,1,550.0594845
2861,671.140541,1,3565600,35,27,28,14,671.140629,-0.1,0.4,0.8,22,0.535714286,672.1479056,671,0.397376,672,0.3033108,671,0.7536352,666,0.9291635,672,0.3616064,671,0.7476852,671,0.9112878,10,6,4,7,9,6,9,1,514.0324819
2864,673.083543,1,5436414,33,21,22,16,673.083508,0.1,0.484848485,0.666666667,23,0.6,674.0907847,673,0.338085,674,0.2466391,673,0.6953746,668,0.8569575,674,0.3051031,673,0.6894073,673,0.8534829,8,7,9,8,9,5,11,1,506.0273965
2865,673.10486,1,2155517,30,25,26,18,673.104638,0.3,0.6,0.866666667,18,0.428571429,674.111914,673,0.359191,674,0.2677734,673,0.7164916,668,0.8779228,674,0.3262392,673,0.7105241,673,0.8746049,5,5,9,5,11,4,10,1,504.048132
2866,673.119916,1,7404541,34,25,26,15,673.119894,0,0.441176471,0.764705882,22,0.547169811,674.1271702,673,0.37443,674,0.283033,673,0.7317388,668,0.8930605,674,0.3415002,673,0.7257712,673,0.8898556,10,6,6,7,10,7,9,1,494.0273965
2868,673.156363,1,2046460,35,29,30,14,673.156279,0.1,0.4,0.857142857,21,0.5,674.1635557,673,0.410775,674,0.3194269,673,0.7681029,668,0.9291635,674,0.3778973,673,0.762135,673,0.9262283,10,5,3,7,9,6,8,1,478.0383552
2869,675.062705,1,2268118,32,19,20,17,675.062773,-0.1,0.53125,0.625,23,0.617021277,676.0700492,675,0.31514,676,0.2263613,675,0.6734782,670,0.8208545,676,0.284997,675,0.6674934,675,0.8320507,8,6,5,7,9,4,7,1,458.1365531
2871,675.099052,1,6966229,33,23,24,16,675.099158,-0.2,0.484848485,0.727272727,22,0.56,676.1064347,675,0.351485,676,0.2627552,675,0.7098423,670,0.8569575,676,0.321394,675,0.7038572,675,0.8684234,9,7,8,8,11,6,12,1,440.0590906
2873,675.135468,1,4861908,34,27,28,15,675.135544,-0.1,0.441176471,0.823529412,21,0.509433962,676.1428202,675,0.38783,676,0.2991491,675,0.7462065,670,0.8930605,676,0.3577911,675,0.7402211,675,0.9047961,10,6,7,7,10,7,9,1,438.0375673
2874,677.07846,1,4623273,32,21,22,17,677.078423,0.1,0.53125,0.6875,22,0.574468085,678.0856993,677,0.328539,678,0.2424774,677,0.6879459,672,0.8208545,678,0.3012879,677,0.6819433,677,0.8469912,9,7,6,7,11,5,10,1,416.1259884
2875,677.093605,1,1296809,36,21,22,14,677.093679,-0.1,0.388888889,0.611111111,26,0.655172414,678.1009554,677,0.343778,678,0.257737,677,0.7031931,672,0.8359922,678,0.3165489,677,0.6971903,677,0.862242,4,3,6,5,6,5,8,1,412.1522031
2876,677.114861,1,6734760,33,25,26,16,677.114808,0.1,0.484848485,0.787878788,21,0.52,678.1220848,677,0.364884,678,0.2788713,677,0.72431,672,0.8569575,678,0.337685,677,0.7183071,677,0.8833639,9,6,6,8,10,6,12,1,398.0849114
